product_id,product_name,variant_sku,variant_name,technical_spec,product_type,unit,stock,pack_quantity,availability,ashkan_url,price,image_1,image_2,product_pack_quantity,variant_count,total_product_stock,product_availability,main_image,display_status
2493010,ادویه پاش پارمیس 1,249301020,ادویه پاش پارمیس1,12,محصول نهایی,کارتن,135.0,144.0,موجود,https://ashkanplastic.com/product/2493010/,,,,144.0,1,135.0,موجود,,فعال
2495010,ادویه پاش پارمیس 3,249501020,ادویه پاش پارمیس3,12,محصول نهایی,کارتن,165.0,60.0,موجود,https://ashkanplastic.com/product/2495010/,,,,60.0,1,165.0,موجود,,فعال
2499510,جا ادویه طبقاتی سرآشپز,249951010,ادویه پاش سرآشپز,12,محصول نهایی,کارتن,130.0,24.0,موجود,https://ashkanplastic.com/product/2499510/,,,,24.0,1,130.0,موجود,,فعال
1290031,آبکش پارمیس 1 الوان,129003110,آبکش پارمیس 1 الوان,اشکان اشکان,محصول نهایی,بسته,76.0,,موجود,https://ashkanplastic.com/product/1290031/,,,,,1,76.0,موجود,,فعال
1100312,آبکش تخت 1000,110031202,آبکش تخت 1000 طوسی,12,محصول نهایی,بسته,23.0,36.0,موجود,https://ashkanplastic.com/product/1100312/,,,,36.0,4,209.0,موجود,,فعال
1100312,آبکش تخت 1000,110031207,آبکش تخت 1000 کرپ,12,محصول نهایی,بسته,36.0,36.0,موجود,https://ashkanplastic.com/product/1100312/,,,,36.0,4,209.0,موجود,,فعال
1100312,آبکش تخت 1000,110031217,آبکش تخت 1000 موکا,12,محصول نهایی,بسته,80.0,36.0,موجود,https://ashkanplastic.com/product/1100312/,,,,36.0,4,209.0,موجود,,فعال
1100312,آبکش تخت 1000,110031209,آبکش تخت 1000 وانیلی,12,محصول نهایی,بسته,70.0,36.0,موجود,https://ashkanplastic.com/product/1100312/,,,,36.0,4,209.0,موجود,,فعال
1100314,آبکش تخت 2000,110031403,آبکش تخت 2000 سفید,12,محصول نهایی,بسته,0.0,36.0,ناموجود,https://ashkanplastic.com/product/1100314/,,,,36.0,7,255.0,موجود,,فعال
1100314,آبکش تخت 2000,110031401,آبکش تخت 2000 صورتی,12,محصول نهایی,بسته,2.0,36.0,موجود,https://ashkanplastic.com/product/1100314/,,,,36.0,7,255.0,موجود,,فعال
1100314,آبکش تخت 2000,110031402,آبکش تخت 2000 طوسی,12,محصول نهایی,بسته,21.0,36.0,موجود,https://ashkanplastic.com/product/1100314/,,,,36.0,7,255.0,موجود,,فعال
1100314,آبکش تخت 2000,110031407,آبکش تخت 2000 کرپ,12,محصول نهایی,بسته,63.0,36.0,موجود,https://ashkanplastic.com/product/1100314/,,,,36.0,7,255.0,موجود,,فعال
1100314,آبکش تخت 2000,110031411,آبکش تخت 2000 کرم,12,محصول نهایی,بسته,37.0,36.0,موجود,https://ashkanplastic.com/product/1100314/,,,,36.0,7,255.0,موجود,,فعال
1100314,آبکش تخت 2000,110031417,آبکش تخت 2000 موکا,12,محصول نهایی,بسته,69.0,36.0,موجود,https://ashkanplastic.com/product/1100314/,,,,36.0,7,255.0,موجود,,فعال
1100314,آبکش تخت 2000,110031409,آبکش تخت 2000 وانیلی,12,محصول نهایی,بسته,63.0,36.0,موجود,https://ashkanplastic.com/product/1100314/,,,,36.0,7,255.0,موجود,,فعال
1100316,آبکش تخت 3000,110031605,آبکش تخت 3000 سبز,12,محصول نهایی,بسته,0.0,36.0,ناموجود,https://ashkanplastic.com/product/1100316/,,,,36.0,7,223.0,موجود,,فعال
1100316,آبکش تخت 3000,110031603,آبکش تخت 3000 سفید,12,محصول نهایی,بسته,0.0,36.0,ناموجود,https://ashkanplastic.com/product/1100316/,,,,36.0,7,223.0,موجود,,فعال
1100316,آبکش تخت 3000,110031602,آبکش تخت 3000 طوسی,12,محصول نهایی,بسته,42.0,36.0,موجود,https://ashkanplastic.com/product/1100316/,,,,36.0,7,223.0,موجود,,فعال
1100316,آبکش تخت 3000,110031607,آبکش تخت 3000 کرپ,12,محصول نهایی,بسته,50.0,36.0,موجود,https://ashkanplastic.com/product/1100316/,,,,36.0,7,223.0,موجود,,فعال
1100316,آبکش تخت 3000,110031611,آبکش تخت 3000 کرم,12,محصول نهایی,بسته,52.0,36.0,موجود,https://ashkanplastic.com/product/1100316/,,,,36.0,7,223.0,موجود,,فعال
1100316,آبکش تخت 3000,110031617,آبکش تخت 3000 موکا,12,محصول نهایی,بسته,40.0,36.0,موجود,https://ashkanplastic.com/product/1100316/,,,,36.0,7,223.0,موجود,,فعال
1100316,آبکش تخت 3000,110031609,آبکش تخت 3000 وانیلی,12,محصول نهایی,بسته,39.0,36.0,موجود,https://ashkanplastic.com/product/1100316/,,,,36.0,7,223.0,موجود,,فعال
1100318,آبکش تخت 4000,110031803,آبکش تخت 4000 سفید,12,محصول نهایی,بسته,0.0,24.0,ناموجود,https://ashkanplastic.com/product/1100318/,,,,24.0,7,181.0,موجود,,فعال
1100318,آبکش تخت 4000,110031801,آبکش تخت 4000 صورتی,12,محصول نهایی,بسته,0.0,24.0,ناموجود,https://ashkanplastic.com/product/1100318/,,,,24.0,7,181.0,موجود,,فعال
1100318,آبکش تخت 4000,110031802,آبکش تخت 4000 طوسی,12,محصول نهایی,بسته,26.0,24.0,موجود,https://ashkanplastic.com/product/1100318/,,,,24.0,7,181.0,موجود,,فعال
1100318,آبکش تخت 4000,110031807,آبکش تخت 4000 کرپ,12,محصول نهایی,بسته,77.0,24.0,موجود,https://ashkanplastic.com/product/1100318/,,,,24.0,7,181.0,موجود,,فعال
1100318,آبکش تخت 4000,110031811,آبکش تخت 4000 کرم,12,محصول نهایی,بسته,17.0,24.0,موجود,https://ashkanplastic.com/product/1100318/,,,,24.0,7,181.0,موجود,,فعال
1100318,آبکش تخت 4000,110031817,آبکش تخت 4000 موکا,12,محصول نهایی,بسته,26.0,24.0,موجود,https://ashkanplastic.com/product/1100318/,,,,24.0,7,181.0,موجود,,فعال
1100318,آبکش تخت 4000,110031809,آبکش تخت 4000 وانیلی,12,محصول نهایی,بسته,35.0,24.0,موجود,https://ashkanplastic.com/product/1100318/,,,,24.0,7,181.0,موجود,,فعال
1100310,آبکش تخت 500,110031003,آبکش تخت 500 سفید,12,محصول نهایی,بسته,0.0,48.0,ناموجود,https://ashkanplastic.com/product/1100310/,,,,48.0,6,146.0,موجود,,فعال
1100310,آبکش تخت 500,110031001,آبکش تخت 500 صورتی,12,محصول نهایی,بسته,1.0,48.0,موجود,https://ashkanplastic.com/product/1100310/,,,,48.0,6,146.0,موجود,,فعال
1100310,آبکش تخت 500,110031002,آبکش تخت 500 طوسی,12,محصول نهایی,بسته,47.0,48.0,موجود,https://ashkanplastic.com/product/1100310/,,,,48.0,6,146.0,موجود,,فعال
1100310,آبکش تخت 500,110031007,آبکش تخت 500 کرپ,12,محصول نهایی,بسته,35.0,48.0,موجود,https://ashkanplastic.com/product/1100310/,,,,48.0,6,146.0,موجود,,فعال
1100310,آبکش تخت 500,110031017,آبکش تخت 500 موکا,12,محصول نهایی,بسته,35.0,48.0,موجود,https://ashkanplastic.com/product/1100310/,,,,48.0,6,146.0,موجود,,فعال
1100310,آبکش تخت 500,110031009,آبکش تخت 500 وانیلی,12,محصول نهایی,بسته,28.0,48.0,موجود,https://ashkanplastic.com/product/1100310/,,,,48.0,6,146.0,موجود,,فعال
1100320,آبکش تخت 5000,110032001,آبکش تخت 5000 صورتی,12,محصول نهایی,بسته,0.0,24.0,ناموجود,https://ashkanplastic.com/product/1100320/,,,,24.0,5,228.0,موجود,,فعال
1100320,آبکش تخت 5000,110032002,آبکش تخت 5000 طوسی,12,محصول نهایی,بسته,69.0,24.0,موجود,https://ashkanplastic.com/product/1100320/,,,,24.0,5,228.0,موجود,,فعال
1100320,آبکش تخت 5000,110032007,آبکش تخت 5000 کرپ,12,محصول نهایی,بسته,51.0,24.0,موجود,https://ashkanplastic.com/product/1100320/,,,,24.0,5,228.0,موجود,,فعال
1100320,آبکش تخت 5000,110032017,آبکش تخت 5000 موکا,12,محصول نهایی,بسته,67.0,24.0,موجود,https://ashkanplastic.com/product/1100320/,,,,24.0,5,228.0,موجود,,فعال
1100320,آبکش تخت 5000,110032009,آبکش تخت 5000 وانیلی,12,محصول نهایی,بسته,41.0,24.0,موجود,https://ashkanplastic.com/product/1100320/,,,,24.0,5,228.0,موجود,,فعال
1100322,آبکش تخت 6000,110032201,آبکش تخت 6000 صورتی,12,محصول نهایی,بسته,26.0,24.0,موجود,https://ashkanplastic.com/product/1100322/,,,,24.0,6,247.0,موجود,,فعال
1100322,آبکش تخت 6000,110032202,آبکش تخت 6000 طوسی,12,محصول نهایی,بسته,44.0,24.0,موجود,https://ashkanplastic.com/product/1100322/,,,,24.0,6,247.0,موجود,,فعال
1100322,آبکش تخت 6000,110032207,آبکش تخت 6000 کرپ,12,محصول نهایی,بسته,51.0,24.0,موجود,https://ashkanplastic.com/product/1100322/,,,,24.0,6,247.0,موجود,,فعال
1100322,آبکش تخت 6000,110032211,آبکش تخت 6000 کرم,12,محصول نهایی,بسته,38.0,24.0,موجود,https://ashkanplastic.com/product/1100322/,,,,24.0,6,247.0,موجود,,فعال
1100322,آبکش تخت 6000,110032217,آبکش تخت 6000 موکا,12,محصول نهایی,بسته,37.0,24.0,موجود,https://ashkanplastic.com/product/1100322/,,,,24.0,6,247.0,موجود,,فعال
1100322,آبکش تخت 6000,110032209,آبکش تخت 6000 وانیلی,12,محصول نهایی,بسته,51.0,24.0,موجود,https://ashkanplastic.com/product/1100322/,,,,24.0,6,247.0,موجود,,فعال
1200010,آبکش چلو 20,120001001,آبکش چلو 20 صورتی,12,محصول نهایی,بسته,5.0,48.0,موجود,https://ashkanplastic.com/product/1200010/,,,,48.0,5,202.0,موجود,,فعال
1200010,آبکش چلو 20,120001002,آبکش چلو 20 طوسی,12,محصول نهایی,بسته,55.0,48.0,موجود,https://ashkanplastic.com/product/1200010/,,,,48.0,5,202.0,موجود,,فعال
1200010,آبکش چلو 20,120001007,آبکش چلو 20 کرپ,12,محصول نهایی,بسته,44.0,48.0,موجود,https://ashkanplastic.com/product/1200010/,,,,48.0,5,202.0,موجود,,فعال
1200010,آبکش چلو 20,120001017,آبکش چلو 20 موکا,12,محصول نهایی,بسته,50.0,48.0,موجود,https://ashkanplastic.com/product/1200010/,,,,48.0,5,202.0,موجود,,فعال
1200010,آبکش چلو 20,120001009,آبکش چلو 20 وانیلی,12,محصول نهایی,بسته,48.0,48.0,موجود,https://ashkanplastic.com/product/1200010/,,,,48.0,5,202.0,موجود,,فعال
1200012,آبکش چلو 25,120001201,آبکش چلو 25 صورتی,12,محصول نهایی,بسته,15.0,36.0,موجود,https://ashkanplastic.com/product/1200012/,,,,36.0,5,108.0,موجود,,فعال
1200012,آبکش چلو 25,120001202,آبکش چلو 25 طوسی,12,محصول نهایی,بسته,27.0,36.0,موجود,https://ashkanplastic.com/product/1200012/,,,,36.0,5,108.0,موجود,,فعال
1200012,آبکش چلو 25,120001207,آبکش چلو 25 کرپ,12,محصول نهایی,بسته,21.0,36.0,موجود,https://ashkanplastic.com/product/1200012/,,,,36.0,5,108.0,موجود,,فعال
1200012,آبکش چلو 25,120001217,آبکش چلو 25 موکا,12,محصول نهایی,بسته,20.0,36.0,موجود,https://ashkanplastic.com/product/1200012/,,,,36.0,5,108.0,موجود,,فعال
1200012,آبکش چلو 25,120001209,آبکش چلو 25 وانیلی,12,محصول نهایی,بسته,25.0,36.0,موجود,https://ashkanplastic.com/product/1200012/,,,,36.0,5,108.0,موجود,,فعال
1200014,آبکش چلو 30,120001401,آبکش چلو 30 صورتی,12,محصول نهایی,بسته,2.0,36.0,موجود,https://ashkanplastic.com/product/1200014/,,,,36.0,5,280.0,موجود,,فعال
1200014,آبکش چلو 30,120001402,آبکش چلو 30 طوسی,12,محصول نهایی,بسته,74.0,36.0,موجود,https://ashkanplastic.com/product/1200014/,,,,36.0,5,280.0,موجود,,فعال
1200014,آبکش چلو 30,120001407,آبکش چلو 30 کرپ,12,محصول نهایی,بسته,63.0,36.0,موجود,https://ashkanplastic.com/product/1200014/,,,,36.0,5,280.0,موجود,,فعال
1200014,آبکش چلو 30,120001417,آبکش چلو 30 موکا,12,محصول نهایی,بسته,79.0,36.0,موجود,https://ashkanplastic.com/product/1200014/,,,,36.0,5,280.0,موجود,,فعال
1200014,آبکش چلو 30,120001409,آبکش چلو 30 وانیلی,12,محصول نهایی,بسته,62.0,36.0,موجود,https://ashkanplastic.com/product/1200014/,,,,36.0,5,280.0,موجود,,فعال
1200016,آبکش چلو 35,120001601,آبکش چلو 35 صورتی,12,محصول نهایی,بسته,0.75,24.0,موجود,https://ashkanplastic.com/product/1200016/,,,,24.0,5,222.75,موجود,,فعال
1200016,آبکش چلو 35,120001602,آبکش چلو 35 طوسی,12,محصول نهایی,بسته,92.0,24.0,موجود,https://ashkanplastic.com/product/1200016/,,,,24.0,5,222.75,موجود,,فعال
1200016,آبکش چلو 35,120001607,آبکش چلو 35 کرپ,12,محصول نهایی,بسته,0.0,24.0,ناموجود,https://ashkanplastic.com/product/1200016/,,,,24.0,5,222.75,موجود,,فعال
1200016,آبکش چلو 35,120001615,آبکش چلو 35 موکا,12,محصول نهایی,بسته,80.0,24.0,موجود,https://ashkanplastic.com/product/1200016/,,,,24.0,5,222.75,موجود,,فعال
1200016,آبکش چلو 35,120001609,آبکش چلو 35 وانیلی,12,محصول نهایی,بسته,50.0,24.0,موجود,https://ashkanplastic.com/product/1200016/,,,,24.0,5,222.75,موجود,,فعال
1200018,آبکش چلو 45,120001801,آبکش چلو 45 صورتی,12,محصول نهایی,بسته,1.0,24.0,موجود,https://ashkanplastic.com/product/1200018/,,,,24.0,5,154.0,موجود,,فعال
1200018,آبکش چلو 45,120001802,آبکش چلو 45 طوسی,12,محصول نهایی,بسته,44.0,24.0,موجود,https://ashkanplastic.com/product/1200018/,,,,24.0,5,154.0,موجود,,فعال
1200018,آبکش چلو 45,120001807,آبکش چلو 45 کرپ,12,محصول نهایی,بسته,32.0,24.0,موجود,https://ashkanplastic.com/product/1200018/,,,,24.0,5,154.0,موجود,,فعال
1200018,آبکش چلو 45,120001817,آبکش چلو 45 موکا,12,محصول نهایی,بسته,39.0,24.0,موجود,https://ashkanplastic.com/product/1200018/,,,,24.0,5,154.0,موجود,,فعال
1200018,آبکش چلو 45,120001809,آبکش چلو 45 وانیلی,12,محصول نهایی,بسته,38.0,24.0,موجود,https://ashkanplastic.com/product/1200018/,,,,24.0,5,154.0,موجود,,فعال
1200020,آبکش چلو 55,120002001,آبکش چلو 55 صورتی,12,محصول نهایی,بسته,8.0,18.0,موجود,https://ashkanplastic.com/product/1200020/,,,,18.0,5,67.0,موجود,,فعال
1200020,آبکش چلو 55,120002002,آبکش چلو 55 طوسی,12,محصول نهایی,بسته,5.0,18.0,موجود,https://ashkanplastic.com/product/1200020/,,,,18.0,5,67.0,موجود,,فعال
1200020,آبکش چلو 55,120002007,آبکش چلو 55 کرپ,12,محصول نهایی,بسته,28.0,18.0,موجود,https://ashkanplastic.com/product/1200020/,,,,18.0,5,67.0,موجود,,فعال
1200020,آبکش چلو 55,120002017,آبکش چلو 55 موکا,12,محصول نهایی,بسته,10.0,18.0,موجود,https://ashkanplastic.com/product/1200020/,,,,18.0,5,67.0,موجود,,فعال
1200020,آبکش چلو 55,120002009,آبکش چلو 55 وانیلی,12,محصول نهایی,بسته,16.0,18.0,موجود,https://ashkanplastic.com/product/1200020/,,,,18.0,5,67.0,موجود,,فعال
1200022,آبکش چلو 65 (محرم),120002201,آبکش چلو 65 صورتی,12,محصول نهایی,بسته,9.0,12.0,موجود,https://ashkanplastic.com/product/1200022/,,,,12.0,5,131.083333,موجود,,فعال
1200022,آبکش چلو 65 (محرم),120002202,آبکش چلو 65 طوسی,12,محصول نهایی,بسته,20.0,12.0,موجود,https://ashkanplastic.com/product/1200022/,,,,12.0,5,131.083333,موجود,,فعال
1200022,آبکش چلو 65 (محرم),120002207,آبکش چلو 65 کرپ,12,محصول نهایی,بسته,39.0,12.0,موجود,https://ashkanplastic.com/product/1200022/,,,,12.0,5,131.083333,موجود,,فعال
1200022,آبکش چلو 65 (محرم),120002217,آبکش چلو 65 موکا,12,محصول نهایی,بسته,23.0,12.0,موجود,https://ashkanplastic.com/product/1200022/,,,,12.0,5,131.083333,موجود,,فعال
1200022,آبکش چلو 65 (محرم),120002209,آبکش چلو 65 وانیلی,12,محصول نهایی,بسته,40.083333,12.0,موجود,https://ashkanplastic.com/product/1200022/,,,,12.0,5,131.083333,موجود,,فعال
1300014,آبکش یاس 3 صورتی,130001401,آبکش یاس 3 صورتی,12,محصول نهایی,بسته,0.0,,ناموجود,https://ashkanplastic.com/product/1300014/,,,,,1,0.0,ناموجود,,فعال
1300016,آبکش یاس 4 کرم,130001611,آبکش یاس 4 کرم,12,محصول نهایی,بسته,0.0,,ناموجود,https://ashkanplastic.com/product/1300016/,,,,,1,0.0,ناموجود,,فعال
1302010,آبکش یاس مینی صورتی,130201001,آبکش یاس مینی صورتی,12,محصول نهایی,بسته,0.0,,ناموجود,https://ashkanplastic.com/product/1302010/,,,,,1,0.0,ناموجود,,فعال
1301010,آبکش یاس نقلی الوان,130101010,آبکش یاس نقلی الوان,12,محصول نهایی,بسته,15.0,,موجود,https://ashkanplastic.com/product/1301010/,,,,,1,15.0,موجود,,فعال
1605010,آبمیوه گیری بزرگ آسان,160501008,آبمیوه گیری بزرگ آسان,اشکان-نصیری,محصول نهایی,کارتن,223.0,36.0,موجود,https://ashkanplastic.com/product/1605010/,,,,36.0,1,223.0,موجود,,فعال
1690010,آبمیوه گیری بهنوش,169001010,آبمیوه گیری بهنوش الوان,12,محصول نهایی,بسته,54.0,24.0,موجود,https://ashkanplastic.com/product/1690010/,,,,24.0,1,54.0,موجود,,فعال
1603010,آبمیوه گیری کوچک آسان,160301008,آبمیوه گیری کوچک آسان,12,محصول نهایی,کارتن,100.0,48.0,موجود,https://ashkanplastic.com/product/1603010/,,,,48.0,1,100.0,موجود,,فعال
1625010,آبمیوه گیری لوکس بزرگ اشکان,162501010,آبمیوه گیری لوکس بزرگ اشکان الوان,12,محصول نهایی,بسته,19.0,24.0,موجود,https://ashkanplastic.com/product/1625010/,,,,24.0,1,19.0,موجود,,فعال
1626010,آبمیوه گیری لوکس سوپر اشکان,162601010,آبمیوه گیری لوکس سوپر اشکان الوان,12,محصول نهایی,بسته,55.0,18.0,موجود,https://ashkanplastic.com/product/1626010/,,,,18.0,2,55.0,موجود,,فعال
1626010,آبمیوه گیری لوکس سوپر اشکان,162601009,آبمیوه گیری لوکس سوپر اشکان وانیلی,12,محصول نهایی,بسته,0.0,18.0,ناموجود,https://ashkanplastic.com/product/1626010/,,,,18.0,2,55.0,موجود,,فعال
1623010,آبمیوه گیری لوکس کوچک اشکان,162301010,آبمیوه گیری لوکس کوچک اشکان الوان,12,محصول نهایی,بسته,163.0,48.0,موجود,https://ashkanplastic.com/product/1623010/,,,,48.0,3,163.0,موجود,,فعال
1623010,آبمیوه گیری لوکس کوچک اشکان,162301008,آبمیوه گیری لوکس کوچک اشکان شفاف,12,محصول نهایی,بسته,0.0,48.0,ناموجود,https://ashkanplastic.com/product/1623010/,,,,48.0,3,163.0,موجود,,فعال
1623010,آبمیوه گیری لوکس کوچک اشکان,162301002,آبمیوه گیری لوکس کوچک اشکان طوسی,12,محصول نهایی,بسته,0.0,48.0,ناموجود,https://ashkanplastic.com/product/1623010/,,,,48.0,3,163.0,موجود,,فعال
1850010,بادبزن شاندیز,185001010,بادبزن اشکان الوان,12,محصول نهایی,بسته,109.0,72.0,موجود,https://ashkanplastic.com/product/1850010/,,,,72.0,1,109.0,موجود,,فعال
1890010,بادبزن سلطانی,189001010,بادبزن سلطانی - الوان,اشکان اشکان,محصول نهایی,کارتن,178.0,48.0,موجود,https://ashkanplastic.com/product/1890010/,,,,48.0,1,178.0,موجود,,فعال
1890011,بادبزن کولاک,189001110,بادبزن کولاک - الوان,12,محصول نهایی,کارتن,157.0,72.0,موجود,https://ashkanplastic.com/product/1890011/,,,,72.0,1,157.0,موجود,,فعال
4498311,باکس آوا سایز 1 تخت,449831110,باکس تخت همه کاره آوا سایز 1 (3لیتری)-الوان,12,محصول نهایی,کارتن,167.0,24.0,موجود,https://ashkanplastic.com/product/4498311/,,,,24.0,1,167.0,موجود,,فعال
4498610,باکس گوزل 10 لیتری,449861010,باکس چند منظوره دسته دار  گوزل(10لیتری)-الوان,12,محصول نهایی,کارتن,275.0,18.0,موجود,https://ashkanplastic.com/product/4498610/,,,,18.0,1,275.0,موجود,,فعال
4498012,باکس آوا سایز 2 ,449801210,باکس همه کاره آوا سایز 2 (4لیتری)-الوان,12,محصول نهایی,کارتن,300.0,36.0,موجود,https://ashkanplastic.com/product/4498012/,,,,36.0,1,300.0,موجود,,فعال
4498013,باکس آوا سایز 3,449801310,باکس همه کاره آوا سایز 3 (6لیتری)-الوان,12,محصول نهایی,کارتن,192.0,18.0,موجود,https://ashkanplastic.com/product/4498013/,,,,18.0,1,192.0,موجود,,فعال
2020010,پادری اشکان,202001002,پادری اشکان طوسی,12,محصول نهایی,بسته,42.0,12.0,موجود,https://ashkanplastic.com/product/2020010/,,,,12.0,3,118.0,موجود,,فعال
2020010,پادری اشکان,202001007,پادری اشکان کرپ,12,محصول نهایی,بسته,45.0,12.0,موجود,https://ashkanplastic.com/product/2020010/,,,,12.0,3,118.0,موجود,,فعال
2020010,پادری اشکان,202001017,پادری اشکان موکا,12,محصول نهایی,بسته,31.0,12.0,موجود,https://ashkanplastic.com/product/2020010/,,,,12.0,3,118.0,موجود,,فعال
2210810,پارچ 2رنگ سیب,221081010,پارچ 2 رنگ سیب الوان,12,محصول نهایی,بسته,132.0,24.0,موجود,https://ashkanplastic.com/product/2210810/,,,,24.0,2,132.0,موجود,,فعال
2210810,پارچ 2رنگ سیب,221081001,پارچ 2 رنگ سیب صورتی,12,محصول نهایی,بسته,0.0,24.0,ناموجود,https://ashkanplastic.com/product/2210810/,,,,24.0,2,132.0,موجود,,فعال
2220810,پارچ 2رنگ گلبرگ اشکان,222081010,پارچ 2 رنگ گلبرگ اشکان الوان,12,محصول نهایی,بسته,0.0,12.0,ناموجود,https://ashkanplastic.com/product/2220810/,,,,12.0,3,0.083333,موجود,,فعال
2220810,پارچ 2رنگ گلبرگ اشکان,222081001,پارچ 2 رنگ گلبرگ اشکان صورتی,12,محصول نهایی,بسته,0.0,12.0,ناموجود,https://ashkanplastic.com/product/2220810/,,,,12.0,3,0.083333,موجود,,فعال
2220810,پارچ 2رنگ گلبرگ اشکان,222081002,پارچ 2 رنگ گلبرگ اشکان طوسی,12,محصول نهایی,بسته,0.083333,12.0,موجود,https://ashkanplastic.com/product/2220810/,,,,12.0,3,0.083333,موجود,,فعال
2290010,پارچ الماس,229001010,پارچ الماس الوان,12,محصول نهایی,بسته,268.0,12.0,موجود,https://ashkanplastic.com/product/2290010/,,,,12.0,4,268.0,موجود,,فعال
2290010,پارچ الماس,229001008,پارچ الماس شفاف,12,محصول نهایی,بسته,0.0,12.0,ناموجود,https://ashkanplastic.com/product/2290010/,,,,12.0,4,268.0,موجود,,فعال
2290010,پارچ الماس,229001001,پارچ الماس صورتی,12,محصول نهایی,بسته,0.0,12.0,ناموجود,https://ashkanplastic.com/product/2290010/,,,,12.0,4,268.0,موجود,,فعال
2290010,پارچ الماس,229001002,پارچ الماس طوسی,12,محصول نهایی,بسته,0.0,12.0,ناموجود,https://ashkanplastic.com/product/2290010/,,,,12.0,4,268.0,موجود,,فعال
2295011,پارچ بزرگ دلسا,229501110,پارچ بزرگ دلسا,12,محصول نهایی,کارتن,284.0,12.0,موجود,https://ashkanplastic.com/product/2295011/,,,,12.0,1,284.0,موجود,,فعال
2293011,پارچ کوچک دلسا,229301110,پارچ کوچک دلسا,12,محصول نهایی,کارتن,230.0,24.0,موجود,https://ashkanplastic.com/product/2293011/,,,,24.0,1,230.0,موجود,,فعال
2270010,پارچ گلرو,227001010,پارچ گلرو الوان,12,محصول نهایی,بسته,108.0,24.0,موجود,https://ashkanplastic.com/product/2270010/,,,,24.0,1,108.0,موجود,,فعال
2270912,پارچ گلرو (شفاف),227091210,پارچ گلرو شفاف درب الوان,12,محصول نهایی,بسته,0.0,24.0,ناموجود,https://ashkanplastic.com/product/2270912/,,,,24.0,1,0.0,ناموجود,,فعال
2295010,پارچ لامیا بزرگ,229501001,پارچ لامیا بزرگ صورتی,12,محصول نهایی,بسته,0.666667,18.0,موجود,https://ashkanplastic.com/product/2295010/,,,,18.0,5,266.666667,موجود,,فعال
2295010,پارچ لامیا بزرگ,229501002,پارچ لامیا بزرگ طوسی,12,محصول نهایی,بسته,77.0,18.0,موجود,https://ashkanplastic.com/product/2295010/,,,,18.0,5,266.666667,موجود,,فعال
2295010,پارچ لامیا بزرگ,229501007,پارچ لامیا بزرگ کرپ,12,محصول نهایی,بسته,57.0,18.0,موجود,https://ashkanplastic.com/product/2295010/,,,,18.0,5,266.666667,موجود,,فعال
2295010,پارچ لامیا بزرگ,229501017,پارچ لامیا بزرگ موکا,12,محصول نهایی,بسته,68.0,18.0,موجود,https://ashkanplastic.com/product/2295010/,,,,18.0,5,266.666667,موجود,,فعال
2295010,پارچ لامیا بزرگ,229501009,پارچ لامیا بزرگ وانیلی,12,محصول نهایی,بسته,64.0,18.0,موجود,https://ashkanplastic.com/product/2295010/,,,,18.0,5,266.666667,موجود,,فعال
2293010,پارچ لامیا کوچک,229301001,پارچ لامیا کوچک صورتی,12,محصول نهایی,بسته,21.0,24.0,موجود,https://ashkanplastic.com/product/2293010/,,,,24.0,5,282.0,موجود,,فعال
2293010,پارچ لامیا کوچک,229301002,پارچ لامیا کوچک طوسی,12,محصول نهایی,بسته,81.0,24.0,موجود,https://ashkanplastic.com/product/2293010/,,,,24.0,5,282.0,موجود,,فعال
2293010,پارچ لامیا کوچک,229301007,پارچ لامیا کوچک کرپ,12,محصول نهایی,بسته,58.0,24.0,موجود,https://ashkanplastic.com/product/2293010/,,,,24.0,5,282.0,موجود,,فعال
2293010,پارچ لامیا کوچک,229301017,پارچ لامیا کوچک موکا,12,محصول نهایی,بسته,72.0,24.0,موجود,https://ashkanplastic.com/product/2293010/,,,,24.0,5,282.0,موجود,,فعال
2293010,پارچ لامیا کوچک,229301009,پارچ لامیا کوچک وانیلی,12,محصول نهایی,بسته,50.0,24.0,موجود,https://ashkanplastic.com/product/2293010/,,,,24.0,5,282.0,موجود,,فعال
2290020,پارچ موج مدل 103 شفاف,229002010,پارچ موج مدل 103- الوان,اشکان- اشکان,محصول نهایی,کارتن,384.0,12.0,موجود,https://ashkanplastic.com/product/2290020/,,,,12.0,4,587.250001,موجود,,فعال
2290020,پارچ موج مدل 103 شفاف,229002024,پارچ موج مدل 103- آبی شیشه ای,12,محصول نهایی,کارتن,0.0,12.0,ناموجود,https://ashkanplastic.com/product/2290020/,,,,12.0,4,587.250001,موجود,,فعال
2290020,پارچ موج مدل 103 شفاف,229002008,پارچ موج مدل 103- شفاف,اشکان- اشکان,محصول نهایی,کارتن,203.083334,12.0,موجود,https://ashkanplastic.com/product/2290020/,,,,12.0,4,587.250001,موجود,,فعال
2290020,پارچ موج مدل 103 شفاف,229002025,پارچ موج مدل 103- عسلی,12,محصول نهایی,کارتن,0.166667,12.0,موجود,https://ashkanplastic.com/product/2290020/,,,,12.0,4,587.250001,موجود,,فعال
7120020,پیمانه لوکس مدرج اشکان,712002010,پیمانه لوکس مدرج اشکان الوان,12,محصول نهایی,بسته,114.0,36.0,موجود,https://ashkanplastic.com/product/7120020/,,,,36.0,2,114.0,موجود,,فعال
