کد,عنوان,مشخصه فنی,ماهیت کالا,واحد سنجش (اصلی),مانده از قبل (اصلی),ابتدای دوره (اصلی),ورودی (اصلی),خروجی (اصلی),مانده (اصلی),تعداد در بسته,کد.1,آدرس,Unnamed: 13,کد جدید,نام,تعداد در بسته.1
454201602,جعبه همه کاره دایانا مینی بدون درب طوسی,,محصول نهایی,بسته,0,0,0.083334,0.083334,0,24,4542016,https://ashkanplastic.com/product/4542016/,,8210210,وان بیضی 55 سیب,12
444201010,جعبه همه کاره دایانا مینی درب دار الوان,,محصول نهایی,بسته,0,25,90,72,43,18,4442010,https://ashkanplastic.com/product/4442010/,,8210212,وان بیضی 65 سیب,6
454101010,جعبه همه کاره دایانا نقلی بدون درب الوان,,محصول نهایی,بسته,0,61,70,76,55,60,4541010,https://ashkanplastic.com/product/4541010/,,8210214,وان بیضی 85 سیب,6
454101001,جعبه همه کاره دایانا نقلی بدون درب صورتی,,محصول نهایی,بسته,0,0,0.166667,0.166667,0,60,4541010,https://ashkanplastic.com/product/4541010/,,8210116,وان بیضی 90 سیب,6
454101007,جعبه همه کاره دایانا نقلی بدون درب کرپ,,محصول نهایی,بسته,0,0,0.016667,0.016667,0,60,4541010,https://ashkanplastic.com/product/4541010/,,8210218,وان بیضی 95 سیب,6
444101010,جعبه همه کاره دایانا نقلی درب دار الوان,,محصول نهایی,بسته,0,95,40,52,83,48,4441010,https://ashkanplastic.com/product/4441010/,,8230110,وان گرد 2 دسته اپل تاپ 1,12
391001110,چند منظوره دیواری سیب الوان,,محصول نهایی,بسته,0,0,350.972222,192.972222,158,72,3910011,https://ashkanplastic.com/product/3910011/,,8230112,وان گرد 2 دسته اپل تاپ 2,12
480001001,چهار پایه 25 سانتی صورتی,,محصول نهایی,بسته,0,10,0.083333,10,0.083333,12,4800010,https://ashkanplastic.com/product/4800010/,,8230114,وان گرد 2 دسته اپل تاپ 3,6
480001002,چهار پایه 25 سانتی طوسی,,محصول نهایی,بسته,0,2,0.25,2.25,0,12,4800010,https://ashkanplastic.com/product/4800010/,,8295110,وان گرد 2 دسته بزرگ,12
480001009,چهار پایه 25 سانتی وانیلی,,محصول نهایی,بسته,0,17,0,17,0,12,4800010,https://ashkanplastic.com/product/4800010/,,8290110,وان گرد 4 دسته,6
480001202,چهار پایه 36 سانتی طوسی,,محصول نهایی,بسته,0,2,0,0,2,6,4800012,https://ashkanplastic.com/product/4800012/,,8230120,وان گرد 4 دسته اپل تاپ 4,6
480001402,چهار پایه 50 سانتی طوسی,,محصول نهایی,بسته,0,26,0,26,0,6,4800014,https://ashkanplastic.com/product/4800014/,,8230122,وان گرد 4 دسته اپل تاپ 5,4
480001407,چهار پایه 50 سانتی کرپ,,محصول نهایی,بسته,0,5,0,5,0,6,4800014,https://ashkanplastic.com/product/4800014/,,8296110,وان گرد 4 دسته سوپر,6
480001417,چهار پایه 50 سانتی موکا,,محصول نهایی,بسته,0,15,0,15,0,6,4800014,https://ashkanplastic.com/product/4800014/,,8293110,وان گرد 4 دسته مینی سوپر,6
480001409,چهار پایه 50 سانتی وانیلی,,محصول نهایی,بسته,0,42,0,42,0,6,4800014,https://ashkanplastic.com/product/4800014/,,8230410,وان مستطیل اپل تاپ 1,12
480001601,چهار پایه 70 سانتی صورتی,,محصول نهایی,بسته,0,57,0.333333,36.333333,21,6,4800016,https://ashkanplastic.com/product/4800016/,,4090030,جاقاشقی چند منظوره نیکا,36
480001602,چهار پایه 70 سانتی طوسی,,محصول نهایی,بسته,0,0,0.166667,0.166667,0,6,4800016,https://ashkanplastic.com/product/4800016/,,4190010,جا تخم مرغی 15 خانه,18
480001607,چهار پایه 70 سانتی کرپ,,محصول نهایی,بسته,0,50,0,34,16,6,4800016,https://ashkanplastic.com/product/4800016/,,2693010,جاحبوباتی کوچک نیکا,36
480001617,چهار پایه 70 سانتی موکا,,محصول نهایی,بسته,0,20,0,20,0,6,4800016,https://ashkanplastic.com/product/4800016/,,2694010,جاحبوباتی متوسط نیکا,18
480001609,چهار پایه 70 سانتی وانیلی,,محصول نهایی,بسته,0,19,0.166667,19.166667,0,6,4800016,https://ashkanplastic.com/product/4800016/,,2695010,جاحبوباتی بزرگ نیکا,18
502501001,خاک انداز بزرگ اشکان صورتی,,محصول نهایی,بسته,0,0,0.125,0.125,0,48,5025010,https://ashkanplastic.com/product/5025010/,,3290010,جابرنجی 5 کیلوئی نیکا,12
502501002,خاک انداز بزرگ اشکان طوسی,,محصول نهایی,بسته,0,42,342,327,57,48,5025010,https://ashkanplastic.com/product/5025010/,,3290011,جابرنجی 10 کیلوئی نیکا,6
502501007,خاک انداز بزرگ اشکان کرپ,,محصول نهایی,بسته,0,0,115,77,38,48,5025010,https://ashkanplastic.com/product/5025010/,,4090810,جاقاشقی دورنگ حصیرباف,18
502501011,خاک انداز بزرگ اشکان کرم,,محصول نهایی,بسته,0,11,0,5,6,48,5025010,https://ashkanplastic.com/product/5025010/,,4090020,جاقاشقی کابینتی پارمیس,8
502501017,خاک انداز بزرگ اشکان موکا,,محصول نهایی,بسته,0,38,319,296,61,48,5025010,https://ashkanplastic.com/product/5025010/,,2899012,ست 2 عددی ظروف کریستال دلسا باسبد,8
502501009,خاک انداز بزرگ اشکان وانیلی,,محصول نهایی,بسته,0,81,84,105,60,48,5025010,https://ashkanplastic.com/product/5025010/,,6490011,سبد نان آوا,60
509501000,خاک انداز بزرگ راگا,,محصول نهایی,بسته,0,85,163,141,107,48,5095010,https://ashkanplastic.com/product/5095010/,,6390011,سبد سبزی آوا,72
502601002,خاک انداز سوپر اشکان طوسی,,محصول نهایی,بسته,0,0,73,73,0,24,5026010,https://ashkanplastic.com/product/5026010/,,6493010,سبد نظم دهنده آوا کوچک,24
502601007,خاک انداز سوپر اشکان کرپ,,محصول نهایی,بسته,0,0,85,0,85,24,5026010,https://ashkanplastic.com/product/5026010/,,6495011,سبد نظم دهنده آوا بزرگ,24
502601017,خاک انداز سوپر اشکان موکا,,محصول نهایی,بسته,0,0,70,41,29,24,5026010,https://ashkanplastic.com/product/5026010/,,2360810,لیوان دورنگ روشا,120
502601009,خاک انداز سوپر اشکان وانیلی,,محصول نهایی,بسته,0,0,79,79,0,24,5026010,https://ashkanplastic.com/product/5026010/,,4498610,باکس گوزل 10 لیتری,18
501001101,خاک انداز سیب صورتی,,محصول نهایی,بسته,0,52,0,13,39,48,5010011,https://ashkanplastic.com/product/5010011/,,4498013,باکس آوا سایز 3,18
501001102,خاک انداز سیب طوسی,,محصول نهایی,بسته,0,30,125,104,51,48,5010011,https://ashkanplastic.com/product/5010011/,,4498012,باکس آوا سایز 2 ,36
501001107,خاک انداز سیب کرپ,,محصول نهایی,بسته,0,19,60,37,42,48,5010011,https://ashkanplastic.com/product/5010011/,,4498311,باکس آوا سایز 1 تخت,24
501001117,خاک انداز سیب موکا,,محصول نهایی,بسته,0,18,134,94,58,48,5010011,https://ashkanplastic.com/product/5010011/,,5095010,خاک انداز بزرگ راگا,48
501001109,خاک انداز سیب وانیلی,,محصول نهایی,بسته,0,58,21,32,47,48,5010011,https://ashkanplastic.com/product/5010011/,,5193010,زنبیل G62,12
502301001,خاک انداز کوچک اشکان صورتی,,محصول نهایی,بسته,0,3,0.033334,2.033334,1,60,5023010,https://ashkanplastic.com/product/5023010/,,5194010,زنبیل G63,6
502301002,خاک انداز کوچک اشکان طوسی,,محصول نهایی,بسته,0,24,229,198,55,60,5023010,https://ashkanplastic.com/product/5023010/,,2295011,پارچ بزرگ دلسا,12
502301007,خاک انداز کوچک اشکان کرپ,,محصول نهایی,بسته,0,0,106,54,52,60,5023010,https://ashkanplastic.com/product/5023010/,,2293011,پارچ کوچک دلسا,24
502301011,خاک انداز کوچک اشکان کرم,,محصول نهایی,بسته,0,32,0,0,32,60,5023010,https://ashkanplastic.com/product/5023010/,,2493010,ادویه پاش پارمیس 1,144
502301017,خاک انداز کوچک اشکان موکا,,محصول نهایی,بسته,0,3,224,176,51,60,5023010,https://ashkanplastic.com/product/5023010/,,2494010,ادویه پاش پارمیس 2,-
502301009,خاک انداز کوچک اشکان وانیلی,,محصول نهایی,بسته,0,57,74,75,56,60,5023010,https://ashkanplastic.com/product/5023010/,,2495010,ادویه پاش پارمیس 3,60
743001101,درب سطل زباله 25 لیتری صورتی,,محصول نهایی,بسته,0,1,0,0,1,,7430011,https://ashkanplastic.com/product/7430011/,,2693011,جا حبوبات پارمیس 1,48
743001301,درب سطل زباله 45 لیتری صورتی,,محصول نهایی,بسته,0,4,0,0,4,,7430013,https://ashkanplastic.com/product/7430013/,,2694011,جا حبوبات پارمیس 2,36
743001307,درب سطل زباله 45 لیتری کرپ,,محصول نهایی,بسته,0,3,0,0,3,,7430013,https://ashkanplastic.com/product/7430013/,,2695011,جا حبوبات پارمیس 3,24
702501103,درب سطل نخل سفید,,محصول نهایی,بسته,0,126,0,0,126,12,7025011,https://ashkanplastic.com/product/7025011/,,3590010,جامایع دلسا,24
709501108,درب سطل نخل شفاف شفاف,,محصول نهایی,بسته,0,22,0,0,22,12,7095011,https://ashkanplastic.com/product/7095011/,,7020012,سطل کابینتی اشکان,16
702501101,درب سطل نخل صورتی,,محصول نهایی,بسته,0,247,0,5,242,12,7025011,https://ashkanplastic.com/product/7025011/,,7100535,سطل مربع پنج لیتری پلمپ,12
702501102,درب سطل نخل طوسی,,محصول نهایی,بسته,0,23,0,13,10,12,7025011,https://ashkanplastic.com/product/7025011/,,5026010,خاک انداز سوپر اشکان,24
702501106,درب سطل نخل قرمز,,محصول نهایی,بسته,0,162,0,2,160,12,7025011,https://ashkanplastic.com/product/7025011/,,,جعبه دابانا,
702501111,درب سطل نخل کرم,,محصول نهایی,بسته,0,127,0,2,125,12,7025011,https://ashkanplastic.com/product/7025011/,,,,
519401002,زنبیل بزرگ G63 طوسی,,محصول نهایی,بسته,0,0,527.666667,405.666667,122,6,5194010,https://ashkanplastic.com/product/5194010/,,,,
519401007,زنبیل بزرگ G63 کرپ,,محصول نهایی,بسته,0,0,151,95,56,6,5194010,https://ashkanplastic.com/product/5194010/,,,,
519401017,زنبیل بزرگ G63 موکا,,محصول نهایی,بسته,0,0,450,428,22,6,5194010,https://ashkanplastic.com/product/5194010/,,,,
519401009,زنبیل بزرگ G63 وانیلی,,محصول نهایی,بسته,0,0,244,177,67,6,5194010,https://ashkanplastic.com/product/5194010/,,,,
521001001,زنبیل سیب S300 صورتی,,محصول نهایی,بسته,0,32,0.416666,1.416666,31,12,5210010,https://ashkanplastic.com/product/5210010/,,,,
521001002,زنبیل سیب S300 طوسی,,محصول نهایی,بسته,0,104,0.166666,57.166666,47,12,5210010,https://ashkanplastic.com/product/5210010/,,,,
521001007,زنبیل سیب S300 کرپ,,محصول نهایی,بسته,0,3,50.333333,4.333333,49,12,5210010,https://ashkanplastic.com/product/5210010/,,,,
521001017,زنبیل سیب S300 موکا,,محصول نهایی,بسته,0,84,16,54,46,12,5210010,https://ashkanplastic.com/product/5210010/,,,,
521001009,زنبیل سیب S300 وانیلی,,محصول نهایی,بسته,0,99,0.333333,23.333333,76,12,5210010,https://ashkanplastic.com/product/5210010/,,,,
521001201,زنبیل سیب S400 صورتی,,محصول نهایی,بسته,0,18,2.416666,4.416666,16,12,5210012,https://ashkanplastic.com/product/5210012/,,,,
521001202,زنبیل سیب S400 طوسی,,محصول نهایی,بسته,0,36,78.833332,53.833332,61,12,5210012,https://ashkanplastic.com/product/5210012/,,,,
521001207,زنبیل سیب S400 کرپ,,محصول نهایی,بسته,0,42,16,12,46,12,5210012,https://ashkanplastic.com/product/5210012/,,,,
521001217,زنبیل سیب S400 موکا,,محصول نهایی,بسته,0,0,103,38,65,12,5210012,https://ashkanplastic.com/product/5210012/,,,,
521001209,زنبیل سیب S400 وانیلی,,محصول نهایی,بسته,0,64,15.333333,35.333333,44,12,5210012,https://ashkanplastic.com/product/5210012/,,,,
521001401,زنبیل سیب S500 صورتی,,محصول نهایی,بسته,0,0,1.583333,1.583333,0,12,5210014,https://ashkanplastic.com/product/5210014/,,,,
521001402,زنبیل سیب S500 طوسی,,محصول نهایی,بسته,0,49,239.333333,183,105.333333,12,5210014,https://ashkanplastic.com/product/5210014/,,,,
521001407,زنبیل سیب S500 کرپ,,محصول نهایی,بسته,0,0,121.666667,28.666667,93,12,5210014,https://ashkanplastic.com/product/5210014/,,,,
521001417,زنبیل سیب S500 موکا,,محصول نهایی,بسته,0,3,265,158,110,12,5210014,https://ashkanplastic.com/product/5210014/,,,,
521001409,زنبیل سیب S500 وانیلی,,محصول نهایی,بسته,0,80,117,101,96,12,5210014,https://ashkanplastic.com/product/5210014/,,,,
521001601,زنبیل سیب S600 صورتی,,محصول نهایی,بسته,0,43,0.583332,8.583332,35,12,5210016,https://ashkanplastic.com/product/5210016/,,,,
521001602,زنبیل سیب S600 طوسی,,محصول نهایی,بسته,0,81,98.333333,123.25,56.083333,12,5210016,https://ashkanplastic.com/product/5210016/,,,,
521001607,زنبیل سیب S600 کرپ,,محصول نهایی,بسته,0,25,68.583333,26.583333,67,12,5210016,https://ashkanplastic.com/product/5210016/,,,,
521001617,زنبیل سیب S600 موکا,,محصول نهایی,بسته,0,60,109,124,45,12,5210016,https://ashkanplastic.com/product/5210016/,,,,
521001609,زنبیل سیب S600 وانیلی,,محصول نهایی,بسته,0,97,0,45,52,12,5210016,https://ashkanplastic.com/product/5210016/,,,,
521001801,زنبیل سیب S700 صورتی,,محصول نهایی,بسته,0,0,1.333333,1.333333,0,6,5210018,https://ashkanplastic.com/product/5210018/,,,,
521001802,زنبیل سیب S700 طوسی,,محصول نهایی,بسته,0,62,182.833334,191.833334,53,6,5210018,https://ashkanplastic.com/product/5210018/,,,,
521001807,زنبیل سیب S700 کرپ,,محصول نهایی,بسته,0,54,71,62,63,6,5210018,https://ashkanplastic.com/product/5210018/,,,,
521001817,زنبیل سیب S700 موکا,,محصول نهایی,بسته,0,33,189,167,55,6,5210018,https://ashkanplastic.com/product/5210018/,,,,
521001809,زنبیل سیب S700 وانیلی,,محصول نهایی,بسته,0,52,61,68,45,6,5210018,https://ashkanplastic.com/product/5210018/,,,,
521002001,زنبیل سیب و ستاره صورتی,,محصول نهایی,بسته,0,64,0,4,60,12,5210020,https://ashkanplastic.com/product/5210020/,,,,
521002002,زنبیل سیب و ستاره طوسی,,محصول نهایی,بسته,0,12,49.083333,16,45.083333,12,5210020,https://ashkanplastic.com/product/5210020/,,,,
521002007,زنبیل سیب و ستاره کرپ,,محصول نهایی,بسته,0,94,0,12,82,12,5210020,https://ashkanplastic.com/product/5210020/,,,,
521002201,زنبیل سیب و ستاره کودک صورتی,,محصول نهایی,بسته,0,16,0,4,12,24,5210022,https://ashkanplastic.com/product/5210022/,,,,
521002202,زنبیل سیب و ستاره کودک طوسی,,محصول نهایی,بسته,0,61,55,44,72,24,5210022,https://ashkanplastic.com/product/5210022/,,,,
521002207,زنبیل سیب و ستاره کودک کرپ,,محصول نهایی,بسته,0,42,0,16,26,24,5210022,https://ashkanplastic.com/product/5210022/,,,,
521002217,زنبیل سیب و ستاره کودک موکا,,محصول نهایی,بسته,0,39,57,25,71,24,5210022,https://ashkanplastic.com/product/5210022/,,,,
521002209,زنبیل سیب و ستاره کودک وانیلی,,محصول نهایی,بسته,0,52,0,12,40,24,5210022,https://ashkanplastic.com/product/5210022/,,,,
521002017,زنبیل سیب و ستاره موکا,,محصول نهایی,بسته,0,0,50,5,45,12,5210020,https://ashkanplastic.com/product/5210020/,,,,
521002009,زنبیل سیب و ستاره وانیلی,,محصول نهایی,بسته,0,36,0,7,29,12,5210020,https://ashkanplastic.com/product/5210020/,,,,
519301002,زنبیل کوچک G62 طوسی,,محصول نهایی,بسته,0,0,424,328,96,12,5193010,https://ashkanplastic.com/product/5193010/,,,,
519301007,زنبیل کوچک G62 کرپ,,محصول نهایی,بسته,0,0,152,72,80,12,5193010,https://ashkanplastic.com/product/5193010/,,,,
519301012,زنبیل کوچک G62 مشکی,,محصول نهایی,بسته,0,0,11,11,0,12,5193010,https://ashkanplastic.com/product/5193010/,,,,
519301017,زنبیل کوچک G62 موکا,,محصول نهایی,بسته,0,0,450,369,81,12,5193010,https://ashkanplastic.com/product/5193010/,,,,
519301009,زنبیل کوچک G62 وانیلی,,محصول نهایی,بسته,0,0,231,146,85,12,5193010,https://ashkanplastic.com/product/5193010/,,,,
531011001,زنبیل گرد سیب E 200 صورتی,,محصول نهایی,بسته,0,55,0,2,53,24,5310110,https://ashkanplastic.com/product/5310110/,,,,
531011002,زنبیل گرد سیب E 200 طوسی,,محصول نهایی,بسته,0,77,2.166667,35.125,44.041667,24,5310110,https://ashkanplastic.com/product/5310110/,,,,
531011007,زنبیل گرد سیب E 200 کرپ,,محصول نهایی,بسته,0,27,1,4,24,24,5310110,https://ashkanplastic.com/product/5310110/,,,,
531011017,زنبیل گرد سیب E 200 موکا,,محصول نهایی,بسته,0,70,2,35,37,24,5310110,https://ashkanplastic.com/product/5310110/,,,,
531011009,زنبیل گرد سیب E 200 وانیلی,,محصول نهایی,بسته,0,87,0,17,70,24,5310110,https://ashkanplastic.com/product/5310110/,,,,
531011201,زنبیل گرد سیب E 250 صورتی,,محصول نهایی,بسته,0,0,1,1,0,12,5310112,https://ashkanplastic.com/product/5310112/,,,,
531011202,زنبیل گرد سیب E 250 طوسی,,محصول نهایی,بسته,0,98,174.500001,198.500001,74,12,5310112,https://ashkanplastic.com/product/5310112/,,,,
531011207,زنبیل گرد سیب E 250 کرپ,,محصول نهایی,بسته,0,0,99.249999,26.166666,73.083333,12,5310112,https://ashkanplastic.com/product/5310112/,,,,
531011217,زنبیل گرد سیب E 250 موکا,,محصول نهایی,بسته,0,79,183,188,74,12,5310112,https://ashkanplastic.com/product/5310112/,,,,
531011209,زنبیل گرد سیب E 250 وانیلی,,محصول نهایی,بسته,0,39,81.083333,75.083333,45,12,5310112,https://ashkanplastic.com/product/5310112/,,,,
531011401,زنبیل گرد سیب E 300 صورتی,,محصول نهایی,بسته,0,0,0.916667,0.916667,0,12,5310114,https://ashkanplastic.com/product/5310114/,,,,
531011402,زنبیل گرد سیب E 300 طوسی,,محصول نهایی,بسته,0,32,342.083332,294.083332,80,12,5310114,https://ashkanplastic.com/product/5310114/,,,,
531011407,زنبیل گرد سیب E 300 کرپ,,محصول نهایی,بسته,0,0,93.333333,53.333333,40,12,5310114,https://ashkanplastic.com/product/5310114/,,,,
531011417,زنبیل گرد سیب E 300 موکا,,محصول نهایی,بسته,0,59,321,305,75,12,5310114,https://ashkanplastic.com/product/5310114/,,,,
531011409,زنبیل گرد سیب E 300 وانیلی,,محصول نهایی,بسته,0,98,81.5,141.5,38,12,5310114,https://ashkanplastic.com/product/5310114/,,,,
531011601,زنبیل گرد سیب E 350 صورتی,,محصول نهایی,بسته,0,17,1.5,18.5,0,6,5310116,https://ashkanplastic.com/product/5310116/,,,,
531011602,زنبیل گرد سیب E 350 طوسی,,محصول نهایی,بسته,0,150,200.333333,302.333333,48,6,5310116,https://ashkanplastic.com/product/5310116/,,,,
531011607,زنبیل گرد سیب E 350 کرپ,,محصول نهایی,بسته,0,13,123.5,68.5,68,6,5310116,https://ashkanplastic.com/product/5310116/,,,,
531011617,زنبیل گرد سیب E 350 موکا,,محصول نهایی,بسته,0,95,223,283,35,6,5310116,https://ashkanplastic.com/product/5310116/,,,,
531011609,زنبیل گرد سیب E 350 وانیلی,,محصول نهایی,بسته,0,107,100,155,52,6,5310116,https://ashkanplastic.com/product/5310116/,,,,
549001003,زیر گلدان 1 سفید,,محصول نهایی,بسته,0,35,433.008333,340.008333,128,120,5490010,https://ashkanplastic.com/product/5490010/,,,,
549001403,زیر گلدان 2 سفید,,محصول نهایی,بسته,0,22,430,312,140,120,5490014,https://ashkanplastic.com/product/5490014/,,,,
549001803,زیر گلدان 3 سفید,,محصول نهایی,بسته,0,27,312.0625,286.0625,53,96,5490018,https://ashkanplastic.com/product/5490018/,,,,
549002003,زیر گلدان 4 سفید,,محصول نهایی,بسته,0,74,250.013889,202.013889,122,72,5490020,https://ashkanplastic.com/product/5490020/,,,,
549002203,زیر گلدان 5 سفید,,محصول نهایی,بسته,0,35,189.020833,130.020833,94,48,5490022,https://ashkanplastic.com/product/5490022/,,,,
547002803,زیر گلدان گلرو 10 سفید,,محصول نهایی,بسته,0,31,285,193,123,6,5470028,https://ashkanplastic.com/product/5470028/,,,,
547002203,زیر گلدان گلرو 7 سفید,,محصول نهایی,بسته,0,77,914,800,191,6,5470022,https://ashkanplastic.com/product/5470022/,,,,
547002403,زیر گلدان گلرو 8 سفید,,محصول نهایی,بسته,0,197,446,553,90,6,5470024,https://ashkanplastic.com/product/5470024/,,,,
547002603,زیر گلدان گلرو 9 سفید,,محصول نهایی,بسته,0,32,300,230,102,6,5470026,https://ashkanplastic.com/product/5470026/,,,,
547002003,زیرگلدان گلرو 6 سفید,,محصول نهایی,بسته,0,249,1034,1170,113,12,5470020,https://ashkanplastic.com/product/5470020/,,,,
674002010,سبد استوانه همه کاره دایانا 1- الوان,,محصول نهایی,بسته,0,107,215,191,131,72,6740020,https://ashkanplastic.com/product/6740020/,,,,
674002110,سبد استوانه همه کاره دایانا 2- الوان,,محصول نهایی,کارتن,0,120,225,194,151,72,6740021,https://ashkanplastic.com/product/6740021/,,,,
674002210,سبد استوانه همه کاره دایانا 3- الوان,,محصول نهایی,کارتن,0,104,195,190,109,36,6740022,https://ashkanplastic.com/product/6740022/,,,,
640521010,سبد بیضی 2رنگ بزرگ الوان,,محصول نهایی,بسته,0,19,150,119,50,30,6405210,https://ashkanplastic.com/product/6405210/,,,,
640521001,سبد بیضی 2رنگ بزرگ صورتی,,محصول نهایی,بسته,0,0,0.066667,0.066667,0,30,6405210,https://ashkanplastic.com/product/6405210/,,,,
640321010,سبد بیضی 2رنگ کوچک الوان,,محصول نهایی,بسته,0,122,100,88,134,36,6403210,https://ashkanplastic.com/product/6403210/,,,,
640521210,سبد بیضی تک رنگ بزرگ الوان,,محصول نهایی,بسته,0,1,0,1,0,36,6405212,https://ashkanplastic.com/product/6405212/,,,,
640521202,سبد بیضی تک رنگ بزرگ طوسی,,محصول نهایی,بسته,0,0,0.027778,0.027778,0,36,6405212,https://ashkanplastic.com/product/6405212/,,,,
661501005,سبد پیک نیک بزرگ سیب سبز,,محصول نهایی,بسته,0,0,0.333333,0.333333,0,6,6615010,https://ashkanplastic.com/product/6615010/,,,,
661501001,سبد پیک نیک بزرگ سیب صورتی,,محصول نهایی,بسته,0,111,0.166667,81.166667,30,6,6615010,https://ashkanplastic.com/product/6615010/,,,,
661501002,سبد پیک نیک بزرگ سیب طوسی,,محصول نهایی,بسته,0,28,327.666665,323.666665,32,6,6615010,https://ashkanplastic.com/product/6615010/,,,,
661501007,سبد پیک نیک بزرگ سیب کرپ,,محصول نهایی,بسته,0,5,93.833335,78.833335,20,6,6615010,https://ashkanplastic.com/product/6615010/,,,,
661501017,سبد پیک نیک بزرگ سیب موکا,,محصول نهایی,بسته,0,0,299,291,8,6,6615010,https://ashkanplastic.com/product/6615010/,,,,
661501009,سبد پیک نیک بزرگ سیب وانیلی,,محصول نهایی,بسته,0,12,128,74,66,6,6615010,https://ashkanplastic.com/product/6615010/,,,,
661601001,سبد پیک نیک سوپر سیب صورتی,,محصول نهایی,بسته,0,127,0.333334,80.333334,47,6,6616010,https://ashkanplastic.com/product/6616010/,,,,
661601002,سبد پیک نیک سوپر سیب طوسی,,محصول نهایی,بسته,0,42,227.5,239.166667,30.333333,6,6616010,https://ashkanplastic.com/product/6616010/,,,,
661601007,سبد پیک نیک سوپر سیب کرپ,,محصول نهایی,بسته,0,3,122.833334,37.833334,88,6,6616010,https://ashkanplastic.com/product/6616010/,,,,
661601017,سبد پیک نیک سوپر سیب موکا,,محصول نهایی,بسته,0,4,213,188,29,6,6616010,https://ashkanplastic.com/product/6616010/,,,,
661601009,سبد پیک نیک سوپر سیب وانیلی,,محصول نهایی,بسته,0,10,98.166667,68.166667,40,6,6616010,https://ashkanplastic.com/product/6616010/,,,,
661301001,سبد پیک نیک کوچک سیب صورتی,,محصول نهایی,بسته,0,47,57.833333,56.75,48.083333,12,6613010,https://ashkanplastic.com/product/6613010/,,,,
661301002,سبد پیک نیک کوچک سیب طوسی,,محصول نهایی,بسته,0,1,306.916666,246.916666,61,12,6613010,https://ashkanplastic.com/product/6613010/,,,,
661301007,سبد پیک نیک کوچک سیب کرپ,,محصول نهایی,بسته,0,30,93.333333,63.25,60.083333,12,6613010,https://ashkanplastic.com/product/6613010/,,,,
661301017,سبد پیک نیک کوچک سیب موکا,,محصول نهایی,بسته,0,10,276,225,61,12,6613010,https://ashkanplastic.com/product/6613010/,,,,
661301009,سبد پیک نیک کوچک سیب وانیلی,,محصول نهایی,بسته,0,14,141.25,93.166667,62.083333,12,6613010,https://ashkanplastic.com/product/6613010/,,,,
601501001,سبد خرید بزرگ سیب صورتی,,محصول نهایی,بسته,0,0,0.999999,0.999999,0,12,6015010,https://ashkanplastic.com/product/6015010/,,,,
601501002,سبد خرید بزرگ سیب طوسی,,محصول نهایی,بسته,0,73,296.916664,244.833331,125.083333,12,6015010,https://ashkanplastic.com/product/6015010/,,,,
601501007,سبد خرید بزرگ سیب کرپ,,محصول نهایی,بسته,0,23,124.416666,72.416666,75,12,6015010,https://ashkanplastic.com/product/6015010/,,,,
601501017,سبد خرید بزرگ سیب موکا,,محصول نهایی,بسته,0,45,261.333333,195.333333,111,12,6015010,https://ashkanplastic.com/product/6015010/,,,,
601501009,سبد خرید بزرگ سیب وانیلی,,محصول نهایی,بسته,0,77,73.333333,80.25,70.083333,12,6015010,https://ashkanplastic.com/product/6015010/,,,,
609101001,سبد خرید زیبا نقلی صورتی,,محصول نهایی,بسته,0,77,0,4,73,36,6091010,https://ashkanplastic.com/product/6091010/,,,,
609101002,سبد خرید زیبا نقلی طوسی,,محصول نهایی,بسته,0,127,0,51,76,36,6091010,https://ashkanplastic.com/product/6091010/,,,,
609101007,سبد خرید زیبا نقلی کرپ,,محصول نهایی,بسته,0,33,60,31,62,36,6091010,https://ashkanplastic.com/product/6091010/,,,,
609101017,سبد خرید زیبا نقلی موکا,,محصول نهایی,بسته,0,77,50,38,89,36,6091010,https://ashkanplastic.com/product/6091010/,,,,
609101009,سبد خرید زیبا نقلی وانیلی,,محصول نهایی,بسته,0,80,0,10,70,36,6091010,https://ashkanplastic.com/product/6091010/,,,,
601601001,سبد خرید سوپر سیب صورتی,,محصول نهایی,بسته,0,58,0,7,51,12,6016010,https://ashkanplastic.com/product/6016010/,,,,
601601002,سبد خرید سوپر سیب طوسی,,محصول نهایی,بسته,0,102,100.249999,90.166666,112.083333,12,6016010,https://ashkanplastic.com/product/6016010/,,,,
601601007,سبد خرید سوپر سیب کرپ,,محصول نهایی,بسته,0,2,48.416667,4.25,46.166667,12,6016010,https://ashkanplastic.com/product/6016010/,,,,
601601017,سبد خرید سوپر سیب موکا,,محصول نهایی,بسته,0,83,110,80,113,12,6016010,https://ashkanplastic.com/product/6016010/,,,,
601601009,سبد خرید سوپر سیب وانیلی,,محصول نهایی,بسته,0,86,0,32,54,12,6016010,https://ashkanplastic.com/product/6016010/,,,,
601301001,سبد خرید کوچک سیب صورتی,,محصول نهایی,بسته,0,19,0.041667,9.041667,10,24,6013010,https://ashkanplastic.com/product/6013010/,,,,
601301002,سبد خرید کوچک سیب طوسی,,محصول نهایی,بسته,0,18,191,103,106,24,6013010,https://ashkanplastic.com/product/6013010/,,,,
601301007,سبد خرید کوچک سیب کرپ,,محصول نهایی,بسته,0,29,70.125,21.125,78,24,6013010,https://ashkanplastic.com/product/6013010/,,,,
