sku_variant,product_name,technical_spec,product_type,unit,opening_balance_previous,period_opening,inbound,outbound_or_value,balance,pack_quantity,product_code,product_url
444001809,جعبه همه کاره دایانا درب دار 4 وانیلی,12,محصول نهایی,کارتن,0,38,0,383500,29,12,4440018,https://ashkanplastic.com/product/4440018/
454201610,جعبه همه کاره دایانا مینی بدون درب الوان,12,محصول نهایی,بسته,0,42,200,65500,99,24,4542016,https://ashkanplastic.com/product/4542016/
454201602,جعبه همه کاره دایانا مینی بدون درب طوسی,12,محصول نهایی,بسته,0,0,0.083334,65500,0,24,4542016,https://ashkanplastic.com/product/4542016/
444201010,جعبه همه کاره دایانا مینی درب دار الوان,12,محصول نهایی,بسته,0,25,90,99500,43,18,4442010,https://ashkanplastic.com/product/4442010/
454101010,جعبه همه کاره دایانا نقلی بدون درب الوان,12,محصول نهایی,بسته,0,61,70,47000,55,60,4541010,https://ashkanplastic.com/product/4541010/
454101001,جعبه همه کاره دایانا نقلی بدون درب صورتی,12,محصول نهایی,بسته,0,0,0.166667,47000,0,60,4541010,https://ashkanplastic.com/product/4541010/
454101007,جعبه همه کاره دایانا نقلی بدون درب کرپ,12,محصول نهایی,بسته,0,0,0.016667,47000,0,60,4541010,https://ashkanplastic.com/product/4541010/
444101010,جعبه همه کاره دایانا نقلی درب دار الوان,12,محصول نهایی,بسته,0,95,40,60500,83,48,4441010,https://ashkanplastic.com/product/4441010/
391001110,چند منظوره دیواری سیب الوان,12,محصول نهایی,بسته,0,0,350.972222,71500,158,72,3910011,https://ashkanplastic.com/product/3910011/
480001001,چهار پایه 25 سانتی صورتی,12,محصول نهایی,بسته,0,10,0.083333,204000,0.083333,12,4800010,https://ashkanplastic.com/product/4800010/
480001002,چهار پایه 25 سانتی طوسی,12,محصول نهایی,بسته,0,2,0.25,204000,0,12,4800010,https://ashkanplastic.com/product/4800010/
480001009,چهار پایه 25 سانتی وانیلی,12,محصول نهایی,بسته,0,17,0,204000,0,12,4800010,https://ashkanplastic.com/product/4800010/
480001202,چهار پایه 36 سانتی طوسی,12,محصول نهایی,بسته,0,2,0,343000,2,6,4800012,https://ashkanplastic.com/product/4800012/
480001402,چهار پایه 50 سانتی طوسی,12,محصول نهایی,بسته,0,26,0,608000,0,6,4800014,https://ashkanplastic.com/product/4800014/
480001407,چهار پایه 50 سانتی کرپ,12,محصول نهایی,بسته,0,5,0,608000,0,6,4800014,https://ashkanplastic.com/product/4800014/
480001417,چهار پایه 50 سانتی موکا,12,محصول نهایی,بسته,0,15,0,608000,0,6,4800014,https://ashkanplastic.com/product/4800014/
480001409,چهار پایه 50 سانتی وانیلی,12,محصول نهایی,بسته,0,42,0,608000,0,6,4800014,https://ashkanplastic.com/product/4800014/
480001601,چهار پایه 70 سانتی صورتی,12,محصول نهایی,بسته,0,57,0.333333,1005000,21,6,4800016,https://ashkanplastic.com/product/4800016/
480001602,چهار پایه 70 سانتی طوسی,12,محصول نهایی,بسته,0,0,0.166667,1005000,0,6,4800016,https://ashkanplastic.com/product/4800016/
480001607,چهار پایه 70 سانتی کرپ,12,محصول نهایی,بسته,0,50,0,1005000,16,6,4800016,https://ashkanplastic.com/product/4800016/
480001617,چهار پایه 70 سانتی موکا,12,محصول نهایی,بسته,0,20,0,1005000,0,6,4800016,https://ashkanplastic.com/product/4800016/
480001609,چهار پایه 70 سانتی وانیلی,12,محصول نهایی,بسته,0,19,0.166667,1005000,0,6,4800016,https://ashkanplastic.com/product/4800016/
502501001,خاک انداز بزرگ اشکان صورتی,12,محصول نهایی,بسته,0,0,0.125,71000,0,48,5025010,https://ashkanplastic.com/product/5025010/
502501002,خاک انداز بزرگ اشکان طوسی,12,محصول نهایی,بسته,0,42,342,71000,57,48,5025010,https://ashkanplastic.com/product/5025010/
502501007,خاک انداز بزرگ اشکان کرپ,12,محصول نهایی,بسته,0,0,115,71000,38,48,5025010,https://ashkanplastic.com/product/5025010/
502501011,خاک انداز بزرگ اشکان کرم,12,محصول نهایی,بسته,0,11,0,71000,6,48,5025010,https://ashkanplastic.com/product/5025010/
502501017,خاک انداز بزرگ اشکان موکا,12,محصول نهایی,بسته,0,38,319,71000,61,48,5025010,https://ashkanplastic.com/product/5025010/
502501009,خاک انداز بزرگ اشکان وانیلی,12,محصول نهایی,بسته,0,81,84,71000,60,48,5025010,https://ashkanplastic.com/product/5025010/
509501000,خاک انداز بزرگ راگا,12,محصول نهایی,بسته,0,85,163,42500,107,48,5095010,https://ashkanplastic.com/product/5095010/
502601002,خاک انداز سوپر اشکان طوسی,12,محصول نهایی,بسته,0,0,73,79000,0,24,5026010,https://ashkanplastic.com/product/5026010/
502601007,خاک انداز سوپر اشکان کرپ,12,محصول نهایی,بسته,0,0,85,79000,85,24,5026010,https://ashkanplastic.com/product/5026010/
502601017,خاک انداز سوپر اشکان موکا,12,محصول نهایی,بسته,0,0,70,79000,29,24,5026010,https://ashkanplastic.com/product/5026010/
502601009,خاک انداز سوپر اشکان وانیلی,12,محصول نهایی,بسته,0,0,79,79000,0,24,5026010,https://ashkanplastic.com/product/5026010/
501001101,خاک انداز سیب صورتی,12,محصول نهایی,بسته,0,52,0,70000,39,48,5010011,https://ashkanplastic.com/product/5010011/
501001102,خاک انداز سیب طوسی,12,محصول نهایی,بسته,0,30,125,70000,51,48,5010011,https://ashkanplastic.com/product/5010011/
501001107,خاک انداز سیب کرپ,12,محصول نهایی,بسته,0,19,60,70000,42,48,5010011,https://ashkanplastic.com/product/5010011/
501001117,خاک انداز سیب موکا,12,محصول نهایی,بسته,0,18,134,70000,58,48,5010011,https://ashkanplastic.com/product/5010011/
501001109,خاک انداز سیب وانیلی,12,محصول نهایی,بسته,0,58,21,70000,47,48,5010011,https://ashkanplastic.com/product/5010011/
502301001,خاک انداز کوچک اشکان صورتی,12,محصول نهایی,بسته,0,3,0.033334,59500,1,60,5023010,https://ashkanplastic.com/product/5023010/
502301002,خاک انداز کوچک اشکان طوسی,12,محصول نهایی,بسته,0,24,229,59500,55,60,5023010,https://ashkanplastic.com/product/5023010/
502301007,خاک انداز کوچک اشکان کرپ,12,محصول نهایی,بسته,0,0,106,59500,52,60,5023010,https://ashkanplastic.com/product/5023010/
502301011,خاک انداز کوچک اشکان کرم,12,محصول نهایی,بسته,0,32,0,59500,32,60,5023010,https://ashkanplastic.com/product/5023010/
502301017,خاک انداز کوچک اشکان موکا,12,محصول نهایی,بسته,0,3,224,59500,51,60,5023010,https://ashkanplastic.com/product/5023010/
502301009,خاک انداز کوچک اشکان وانیلی,12,محصول نهایی,بسته,0,57,74,59500,56,60,5023010,https://ashkanplastic.com/product/5023010/
743001101,درب سطل زباله 25 لیتری صورتی,12,محصول نهایی,بسته,0,1,0,,1,,7430011,https://ashkanplastic.com/product/7430011/
743001301,درب سطل زباله 45 لیتری صورتی,12,محصول نهایی,بسته,0,4,0,,4,,7430013,https://ashkanplastic.com/product/7430013/
743001307,درب سطل زباله 45 لیتری کرپ,12,محصول نهایی,بسته,0,3,0,,3,,7430013,https://ashkanplastic.com/product/7430013/
702501103,درب سطل نخل سفید,12,محصول نهایی,بسته,0,126,0,90500,126,12,7025011,https://ashkanplastic.com/product/7025011/
709501108,درب سطل نخل شفاف شفاف,12,محصول نهایی,بسته,0,22,0,92000,22,12,7095011,https://ashkanplastic.com/product/7095011/
702501101,درب سطل نخل صورتی,12,محصول نهایی,بسته,0,247,0,90500,242,12,7025011,https://ashkanplastic.com/product/7025011/
702501102,درب سطل نخل طوسی,12,محصول نهایی,بسته,0,23,0,90500,10,12,7025011,https://ashkanplastic.com/product/7025011/
702501106,درب سطل نخل قرمز,12,محصول نهایی,بسته,0,162,0,90500,160,12,7025011,https://ashkanplastic.com/product/7025011/
702501111,درب سطل نخل کرم,12,محصول نهایی,بسته,0,127,0,90500,125,12,7025011,https://ashkanplastic.com/product/7025011/
519401002,زنبیل بزرگ G63 طوسی,12,محصول نهایی,بسته,0,0,527.666667,355000,122,6,5194010,https://ashkanplastic.com/product/5194010/
519401007,زنبیل بزرگ G63 کرپ,12,محصول نهایی,بسته,0,0,151,355000,56,6,5194010,https://ashkanplastic.com/product/5194010/
519401017,زنبیل بزرگ G63 موکا,12,محصول نهایی,بسته,0,0,450,355000,22,6,5194010,https://ashkanplastic.com/product/5194010/
519401009,زنبیل بزرگ G63 وانیلی,12,محصول نهایی,بسته,0,0,244,355000,67,6,5194010,https://ashkanplastic.com/product/5194010/
521001001,زنبیل سیب S300 صورتی,12,محصول نهایی,بسته,0,32,0.416666,105000,31,12,5210010,https://ashkanplastic.com/product/5210010/
521001002,زنبیل سیب S300 طوسی,12,محصول نهایی,بسته,0,104,0.166666,105000,47,12,5210010,https://ashkanplastic.com/product/5210010/
521001007,زنبیل سیب S300 کرپ,12,محصول نهایی,بسته,0,3,50.333333,105000,49,12,5210010,https://ashkanplastic.com/product/5210010/
521001017,زنبیل سیب S300 موکا,12,محصول نهایی,بسته,0,84,16,105000,46,12,5210010,https://ashkanplastic.com/product/5210010/
521001009,زنبیل سیب S300 وانیلی,12,محصول نهایی,بسته,0,99,0.333333,105000,76,12,5210010,https://ashkanplastic.com/product/5210010/
521001201,زنبیل سیب S400 صورتی,12,محصول نهایی,بسته,0,18,2.416666,168500,16,12,5210012,https://ashkanplastic.com/product/5210012/
521001202,زنبیل سیب S400 طوسی,12,محصول نهایی,بسته,0,36,78.833332,168500,61,12,5210012,https://ashkanplastic.com/product/5210012/
521001207,زنبیل سیب S400 کرپ,12,محصول نهایی,بسته,0,42,16,168500,46,12,5210012,https://ashkanplastic.com/product/5210012/
521001217,زنبیل سیب S400 موکا,12,محصول نهایی,بسته,0,0,103,168500,65,12,5210012,https://ashkanplastic.com/product/5210012/
521001209,زنبیل سیب S400 وانیلی,12,محصول نهایی,بسته,0,64,15.333333,168500,44,12,5210012,https://ashkanplastic.com/product/5210012/
521001401,زنبیل سیب S500 صورتی,12,محصول نهایی,بسته,0,0,1.583333,243500,0,12,5210014,https://ashkanplastic.com/product/5210014/
521001402,زنبیل سیب S500 طوسی,12,محصول نهایی,بسته,0,49,239.333333,243500,105.333333,12,5210014,https://ashkanplastic.com/product/5210014/
521001407,زنبیل سیب S500 کرپ,12,محصول نهایی,بسته,0,0,121.666667,243500,93,12,5210014,https://ashkanplastic.com/product/5210014/
521001417,زنبیل سیب S500 موکا,12,محصول نهایی,بسته,0,3,265,243500,110,12,5210014,https://ashkanplastic.com/product/5210014/
521001409,زنبیل سیب S500 وانیلی,12,محصول نهایی,بسته,0,80,117,243500,96,12,5210014,https://ashkanplastic.com/product/5210014/
521001601,زنبیل سیب S600 صورتی,12,محصول نهایی,بسته,0,43,0.583332,374000,35,12,5210016,https://ashkanplastic.com/product/5210016/
521001602,زنبیل سیب S600 طوسی,12,محصول نهایی,بسته,0,81,98.333333,374000,56.083333,12,5210016,https://ashkanplastic.com/product/5210016/
521001607,زنبیل سیب S600 کرپ,12,محصول نهایی,بسته,0,25,68.583333,374000,67,12,5210016,https://ashkanplastic.com/product/5210016/
521001617,زنبیل سیب S600 موکا,12,محصول نهایی,بسته,0,60,109,374000,45,12,5210016,https://ashkanplastic.com/product/5210016/
521001609,زنبیل سیب S600 وانیلی,12,محصول نهایی,بسته,0,97,0,374000,52,12,5210016,https://ashkanplastic.com/product/5210016/
521001801,زنبیل سیب S700 صورتی,12,محصول نهایی,بسته,0,0,1.333333,393000,0,6,5210018,https://ashkanplastic.com/product/5210018/
521001802,زنبیل سیب S700 طوسی,12,محصول نهایی,بسته,0,62,182.833334,393000,53,6,5210018,https://ashkanplastic.com/product/5210018/
521001807,زنبیل سیب S700 کرپ,12,محصول نهایی,بسته,0,54,71,393000,63,6,5210018,https://ashkanplastic.com/product/5210018/
521001817,زنبیل سیب S700 موکا,12,محصول نهایی,بسته,0,33,189,393000,55,6,5210018,https://ashkanplastic.com/product/5210018/
521001809,زنبیل سیب S700 وانیلی,12,محصول نهایی,بسته,0,52,61,393000,45,6,5210018,https://ashkanplastic.com/product/5210018/
521002001,زنبیل سیب و ستاره صورتی,12,محصول نهایی,بسته,0,64,0,112500,60,12,5210020,https://ashkanplastic.com/product/5210020/
521002002,زنبیل سیب و ستاره طوسی,12,محصول نهایی,بسته,0,12,49.083333,112500,45.083333,12,5210020,https://ashkanplastic.com/product/5210020/
521002007,زنبیل سیب و ستاره کرپ,12,محصول نهایی,بسته,0,94,0,112500,82,12,5210020,https://ashkanplastic.com/product/5210020/
521002201,زنبیل سیب و ستاره کودک صورتی,12,محصول نهایی,بسته,0,16,0,79500,12,24,5210022,https://ashkanplastic.com/product/5210022/
521002202,زنبیل سیب و ستاره کودک طوسی,12,محصول نهایی,بسته,0,61,55,79500,72,24,5210022,https://ashkanplastic.com/product/5210022/
521002207,زنبیل سیب و ستاره کودک کرپ,12,محصول نهایی,بسته,0,42,0,79500,26,24,5210022,https://ashkanplastic.com/product/5210022/
521002217,زنبیل سیب و ستاره کودک موکا,12,محصول نهایی,بسته,0,39,57,79500,71,24,5210022,https://ashkanplastic.com/product/5210022/
521002209,زنبیل سیب و ستاره کودک وانیلی,12,محصول نهایی,بسته,0,52,0,79500,40,24,5210022,https://ashkanplastic.com/product/5210022/
521002017,زنبیل سیب و ستاره موکا,12,محصول نهایی,بسته,0,0,50,112500,45,12,5210020,https://ashkanplastic.com/product/5210020/
521002009,زنبیل سیب و ستاره وانیلی,12,محصول نهایی,بسته,0,36,0,112500,29,12,5210020,https://ashkanplastic.com/product/5210020/
519301002,زنبیل کوچک G62 طوسی,12,محصول نهایی,بسته,0,0,424,224000,96,12,5193010,https://ashkanplastic.com/product/5193010/
519301007,زنبیل کوچک G62 کرپ,12,محصول نهایی,بسته,0,0,152,224000,80,12,5193010,https://ashkanplastic.com/product/5193010/
519301012,زنبیل کوچک G62 مشکی,12,محصول نهایی,بسته,0,0,11,224000,0,12,5193010,https://ashkanplastic.com/product/5193010/
519301017,زنبیل کوچک G62 موکا,12,محصول نهایی,بسته,0,0,450,224000,81,12,5193010,https://ashkanplastic.com/product/5193010/
519301009,زنبیل کوچک G62 وانیلی,12,محصول نهایی,بسته,0,0,231,224000,85,12,5193010,https://ashkanplastic.com/product/5193010/
531011001,زنبیل گرد سیب E 200 صورتی,12,محصول نهایی,بسته,0,55,0,115000,53,24,5310110,https://ashkanplastic.com/product/5310110/
531011002,زنبیل گرد سیب E 200 طوسی,12,محصول نهایی,بسته,0,77,2.166667,115000,44.041667,24,5310110,https://ashkanplastic.com/product/5310110/
531011007,زنبیل گرد سیب E 200 کرپ,12,محصول نهایی,بسته,0,27,1,115000,24,24,5310110,https://ashkanplastic.com/product/5310110/
531011017,زنبیل گرد سیب E 200 موکا,12,محصول نهایی,بسته,0,70,2,115000,37,24,5310110,https://ashkanplastic.com/product/5310110/
531011009,زنبیل گرد سیب E 200 وانیلی,12,محصول نهایی,بسته,0,87,0,115000,70,24,5310110,https://ashkanplastic.com/product/5310110/
531011201,زنبیل گرد سیب E 250 صورتی,12,محصول نهایی,بسته,0,0,1,167000,0,12,5310112,https://ashkanplastic.com/product/5310112/
531011202,زنبیل گرد سیب E 250 طوسی,12,محصول نهایی,بسته,0,98,174.500001,167000,74,12,5310112,https://ashkanplastic.com/product/5310112/
531011207,زنبیل گرد سیب E 250 کرپ,12,محصول نهایی,بسته,0,0,99.249999,167000,73.083333,12,5310112,https://ashkanplastic.com/product/5310112/
531011217,زنبیل گرد سیب E 250 موکا,12,محصول نهایی,بسته,0,79,183,167000,74,12,5310112,https://ashkanplastic.com/product/5310112/
531011209,زنبیل گرد سیب E 250 وانیلی,12,محصول نهایی,بسته,0,39,81.083333,167000,45,12,5310112,https://ashkanplastic.com/product/5310112/
531011401,زنبیل گرد سیب E 300 صورتی,12,محصول نهایی,بسته,0,0,0.916667,324000,0,12,5310114,https://ashkanplastic.com/product/5310114/
531011402,زنبیل گرد سیب E 300 طوسی,12,محصول نهایی,بسته,0,32,342.083332,324000,80,12,5310114,https://ashkanplastic.com/product/5310114/
531011407,زنبیل گرد سیب E 300 کرپ,12,محصول نهایی,بسته,0,0,93.333333,324000,40,12,5310114,https://ashkanplastic.com/product/5310114/
531011417,زنبیل گرد سیب E 300 موکا,12,محصول نهایی,بسته,0,59,321,324000,75,12,5310114,https://ashkanplastic.com/product/5310114/
531011409,زنبیل گرد سیب E 300 وانیلی,12,محصول نهایی,بسته,0,98,81.5,324000,38,12,5310114,https://ashkanplastic.com/product/5310114/
531011601,زنبیل گرد سیب E 350 صورتی,12,محصول نهایی,بسته,0,17,1.5,455000,0,6,5310116,https://ashkanplastic.com/product/5310116/
531011602,زنبیل گرد سیب E 350 طوسی,12,محصول نهایی,بسته,0,150,200.333333,455000,48,6,5310116,https://ashkanplastic.com/product/5310116/
531011607,زنبیل گرد سیب E 350 کرپ,12,محصول نهایی,بسته,0,13,123.5,455000,68,6,5310116,https://ashkanplastic.com/product/5310116/
531011617,زنبیل گرد سیب E 350 موکا,12,محصول نهایی,بسته,0,95,223,455000,35,6,5310116,https://ashkanplastic.com/product/5310116/
531011609,زنبیل گرد سیب E 350 وانیلی,12,محصول نهایی,بسته,0,107,100,455000,52,6,5310116,https://ashkanplastic.com/product/5310116/
549001003,زیر گلدان 1 سفید,12,محصول نهایی,بسته,0,35,433.008333,32500,128,120,5490010,https://ashkanplastic.com/product/5490010/
549001403,زیر گلدان 2 سفید,12,محصول نهایی,بسته,0,22,430,50500,140,120,5490014,https://ashkanplastic.com/product/5490014/
549001803,زیر گلدان 3 سفید,12,محصول نهایی,بسته,0,27,312.0625,54000,53,96,5490018,https://ashkanplastic.com/product/5490018/
549002003,زیر گلدان 4 سفید,12,محصول نهایی,بسته,0,74,250.013889,81000,122,72,5490020,https://ashkanplastic.com/product/5490020/
549002203,زیر گلدان 5 سفید,12,محصول نهایی,بسته,0,35,189.020833,118500,94,48,5490022,https://ashkanplastic.com/product/5490022/
547002803,زیر گلدان گلرو 10 سفید,12,محصول نهایی,بسته,0,31,285,224500,123,6,5470028,https://ashkanplastic.com/product/5470028/
547002203,زیر گلدان گلرو 7 سفید,12,محصول نهایی,بسته,0,77,914,88500,191,6,5470022,https://ashkanplastic.com/product/5470022/
547002403,زیر گلدان گلرو 8 سفید,12,محصول نهایی,بسته,0,197,446,103000,90,6,5470024,https://ashkanplastic.com/product/5470024/
547002603,زیر گلدان گلرو 9 سفید,12,محصول نهایی,بسته,0,32,300,176000,102,6,5470026,https://ashkanplastic.com/product/5470026/
547002003,زیرگلدان گلرو 6 سفید,12,محصول نهایی,بسته,0,249,1034,59000,113,12,5470020,https://ashkanplastic.com/product/5470020/
674002010,سبد استوانه همه کاره دایانا 1- الوان,12,محصول نهایی,بسته,0,107,215,37000,131,72,6740020,https://ashkanplastic.com/product/6740020/
674002110,سبد استوانه همه کاره دایانا 2- الوان,12,محصول نهایی,کارتن,0,120,225,42000,151,72,6740021,https://ashkanplastic.com/product/6740021/
674002210,سبد استوانه همه کاره دایانا 3- الوان,12,محصول نهایی,کارتن,0,104,195,58000,109,36,6740022,https://ashkanplastic.com/product/6740022/
640521010,سبد بیضی 2رنگ بزرگ الوان,12,محصول نهایی,بسته,0,19,150,90500,50,30,6405210,https://ashkanplastic.com/product/6405210/
640521001,سبد بیضی 2رنگ بزرگ صورتی,12,محصول نهایی,بسته,0,0,0.066667,90500,0,30,6405210,https://ashkanplastic.com/product/6405210/
640321010,سبد بیضی 2رنگ کوچک الوان,12,محصول نهایی,بسته,0,122,100,75000,134,36,6403210,https://ashkanplastic.com/product/6403210/
640521210,سبد بیضی تک رنگ بزرگ الوان,12,محصول نهایی,بسته,0,1,0,70000,0,36,6405212,https://ashkanplastic.com/product/6405212/
640521202,سبد بیضی تک رنگ بزرگ طوسی,12,محصول نهایی,بسته,0,0,0.027778,70000,0,36,6405212,https://ashkanplastic.com/product/6405212/
661501005,سبد پیک نیک بزرگ سیب سبز,12,محصول نهایی,بسته,0,0,0.333333,790000,0,6,6615010,https://ashkanplastic.com/product/6615010/
661501001,سبد پیک نیک بزرگ سیب صورتی,12,محصول نهایی,بسته,0,111,0.166667,790000,30,6,6615010,https://ashkanplastic.com/product/6615010/
661501002,سبد پیک نیک بزرگ سیب طوسی,12,محصول نهایی,بسته,0,28,327.666665,790000,32,6,6615010,https://ashkanplastic.com/product/6615010/
661501007,سبد پیک نیک بزرگ سیب کرپ,12,محصول نهایی,بسته,0,5,93.833335,790000,20,6,6615010,https://ashkanplastic.com/product/6615010/
661501017,سبد پیک نیک بزرگ سیب موکا,12,محصول نهایی,بسته,0,0,299,790000,8,6,6615010,https://ashkanplastic.com/product/6615010/
661501009,سبد پیک نیک بزرگ سیب وانیلی,12,محصول نهایی,بسته,0,12,128,790000,66,6,6615010,https://ashkanplastic.com/product/6615010/
661601001,سبد پیک نیک سوپر سیب صورتی,12,محصول نهایی,بسته,0,127,0.333334,880000,47,6,6616010,https://ashkanplastic.com/product/6616010/
661601002,سبد پیک نیک سوپر سیب طوسی,12,محصول نهایی,بسته,0,42,227.5,880000,30.333333,6,6616010,https://ashkanplastic.com/product/6616010/
661601007,سبد پیک نیک سوپر سیب کرپ,12,محصول نهایی,بسته,0,3,122.833334,880000,88,6,6616010,https://ashkanplastic.com/product/6616010/
661601017,سبد پیک نیک سوپر سیب موکا,12,محصول نهایی,بسته,0,4,213,880000,29,6,6616010,https://ashkanplastic.com/product/6616010/
661601009,سبد پیک نیک سوپر سیب وانیلی,12,محصول نهایی,بسته,0,10,98.166667,880000,40,6,6616010,https://ashkanplastic.com/product/6616010/
661301001,سبد پیک نیک کوچک سیب صورتی,12,محصول نهایی,بسته,0,47,57.833333,478000,48.083333,12,6613010,https://ashkanplastic.com/product/6613010/
661301002,سبد پیک نیک کوچک سیب طوسی,12,محصول نهایی,بسته,0,1,306.916666,478000,61,12,6613010,https://ashkanplastic.com/product/6613010/
661301007,سبد پیک نیک کوچک سیب کرپ,12,محصول نهایی,بسته,0,30,93.333333,478000,60.083333,12,6613010,https://ashkanplastic.com/product/6613010/
661301017,سبد پیک نیک کوچک سیب موکا,12,محصول نهایی,بسته,0,10,276,478000,61,12,6613010,https://ashkanplastic.com/product/6613010/
661301009,سبد پیک نیک کوچک سیب وانیلی,12,محصول نهایی,بسته,0,14,141.25,478000,62.083333,12,6613010,https://ashkanplastic.com/product/6613010/
601501001,سبد خرید بزرگ سیب صورتی,12,محصول نهایی,بسته,0,0,0.999999,294500,0,12,6015010,https://ashkanplastic.com/product/6015010/
601501002,سبد خرید بزرگ سیب طوسی,12,محصول نهایی,بسته,0,73,296.916664,294500,125.083333,12,6015010,https://ashkanplastic.com/product/6015010/
601501007,سبد خرید بزرگ سیب کرپ,12,محصول نهایی,بسته,0,23,124.416666,294500,75,12,6015010,https://ashkanplastic.com/product/6015010/
601501017,سبد خرید بزرگ سیب موکا,12,محصول نهایی,بسته,0,45,261.333333,294500,111,12,6015010,https://ashkanplastic.com/product/6015010/
601501009,سبد خرید بزرگ سیب وانیلی,12,محصول نهایی,بسته,0,77,73.333333,294500,70.083333,12,6015010,https://ashkanplastic.com/product/6015010/
609101001,سبد خرید زیبا نقلی صورتی,12,محصول نهایی,بسته,0,77,0,51000,73,36,6091010,https://ashkanplastic.com/product/6091010/
609101002,سبد خرید زیبا نقلی طوسی,12,محصول نهایی,بسته,0,127,0,51000,76,36,6091010,https://ashkanplastic.com/product/6091010/
609101007,سبد خرید زیبا نقلی کرپ,12,محصول نهایی,بسته,0,33,60,51000,62,36,6091010,https://ashkanplastic.com/product/6091010/
609101017,سبد خرید زیبا نقلی موکا,12,محصول نهایی,بسته,0,77,50,51000,89,36,6091010,https://ashkanplastic.com/product/6091010/
609101009,سبد خرید زیبا نقلی وانیلی,12,محصول نهایی,بسته,0,80,0,51000,70,36,6091010,https://ashkanplastic.com/product/6091010/
601601001,سبد خرید سوپر سیب صورتی,12,محصول نهایی,بسته,0,58,0,391000,51,12,6016010,https://ashkanplastic.com/product/6016010/
601601002,سبد خرید سوپر سیب طوسی,12,محصول نهایی,بسته,0,102,100.249999,391000,112.083333,12,6016010,https://ashkanplastic.com/product/6016010/
601601007,سبد خرید سوپر سیب کرپ,12,محصول نهایی,بسته,0,2,48.416667,391000,46.166667,12,6016010,https://ashkanplastic.com/product/6016010/
601601017,سبد خرید سوپر سیب موکا,12,محصول نهایی,بسته,0,83,110,391000,113,12,6016010,https://ashkanplastic.com/product/6016010/
601601009,سبد خرید سوپر سیب وانیلی,12,محصول نهایی,بسته,0,86,0,391000,54,12,6016010,https://ashkanplastic.com/product/6016010/
601301001,سبد خرید کوچک سیب صورتی,12,محصول نهایی,بسته,0,19,0.041667,156000,10,24,6013010,https://ashkanplastic.com/product/6013010/
601301002,سبد خرید کوچک سیب طوسی,12,محصول نهایی,بسته,0,18,191,156000,106,24,6013010,https://ashkanplastic.com/product/6013010/
601301007,سبد خرید کوچک سیب کرپ,12,محصول نهایی,بسته,0,29,70.125,156000,78,24,6013010,https://ashkanplastic.com/product/6013010/
601301017,سبد خرید کوچک سیب موکا,12,محصول نهایی,بسته,0,2,140,156000,69,24,6013010,https://ashkanplastic.com/product/6013010/
601301009,سبد خرید کوچک سیب وانیلی,12,محصول نهایی,بسته,0,23,80.041667,156000,74,24,6013010,https://ashkanplastic.com/product/6013010/
600001001,سبد خرید لوکس 2000 صورتی,12,محصول نهایی,بسته,0,44,0,,44,24,6000010,https://ashkanplastic.com/product/6000010/
600001002,سبد خرید لوکس 2000 طوسی,12,محصول نهایی,بسته,0,4,0,,2,24,6000010,https://ashkanplastic.com/product/6000010/
600001007,سبد خرید لوکس 2000 کرپ,12,محصول نهایی,بسته,0,6,0,,6,24,6000010,https://ashkanplastic.com/product/6000010/
600001201,سبد خرید لوکس 6000 صورتی,12,محصول نهایی,بسته,0,47,0,,47,12,6000012,https://ashkanplastic.com/product/6000012/
600001207,سبد خرید لوکس 6000 کرپ,12,محصول نهایی,بسته,0,13,0,,13,12,6000012,https://ashkanplastic.com/product/6000012/
600001209,سبد خرید لوکس 6000 وانیلی,12,محصول نهایی,بسته,0,22,0.25,,20,12,6000012,https://ashkanplastic.com/product/6000012/
601401001,سبد خرید متوسط سیب صورتی,12,محصول نهایی,بسته,0,32,0.083334,213500,11,24,6014010,https://ashkanplastic.com/product/6014010/
601401002,سبد خرید متوسط سیب طوسی,12,محصول نهایی,بسته,0,78,181,213500,79,24,6014010,https://ashkanplastic.com/product/6014010/
601401007,سبد خرید متوسط سیب کرپ,12,محصول نهایی,بسته,0,0,100.041667,213500,89.041667,24,6014010,https://ashkanplastic.com/product/6014010/
601401017,سبد خرید متوسط سیب موکا,12,محصول نهایی,بسته,0,78,170.041667,213500,70,24,6014010,https://ashkanplastic.com/product/6014010/
601401009,سبد خرید متوسط سیب وانیلی,12,محصول نهایی,بسته,0,83,30,213500,61,24,6014010,https://ashkanplastic.com/product/6014010/
601201001,سبد خرید مینی سیب صورتی,12,محصول نهایی,بسته,0,19,0,112500,15,24,6012010,https://ashkanplastic.com/product/6012010/
601201002,سبد خرید مینی سیب طوسی,12,محصول نهایی,بسته,0,51,65.041667,112500,73,24,6012010,https://ashkanplastic.com/product/6012010/
601201007,سبد خرید مینی سیب کرپ,12,محصول نهایی,بسته,0,18,59.083333,112500,64.083333,24,6012010,https://ashkanplastic.com/product/6012010/
601201017,سبد خرید مینی سیب موکا,12,محصول نهایی,بسته,0,58,40,112500,59,24,6012010,https://ashkanplastic.com/product/6012010/
601201009,سبد خرید مینی سیب وانیلی,12,محصول نهایی,بسته,0,77,0,112500,59,24,6012010,https://ashkanplastic.com/product/6012010/
601003001,سبد خرید نی نی سیب صورتی,12,محصول نهایی,بسته,0,28,0,61500,23,36,6010030,https://ashkanplastic.com/product/6010030/
