sku_variant,product_name,technical_spec,product_type,unit,opening_balance_previous,period_opening,inbound,outbound_or_value,balance,pack_quantity,product_code,product_url
601003002,سبد خرید نی نی سیب طوسی,12,محصول نهایی,بسته,0,95,55,61500,99,36,6010030,https://ashkanplastic.com/product/6010030/
601003007,سبد خرید نی نی سیب کرپ,12,محصول نهایی,بسته,0,26,45.055556,61500,59,36,6010030,https://ashkanplastic.com/product/6010030/
601003017,سبد خرید نی نی سیب موکا,12,محصول نهایی,بسته,0,77,81,61500,104,36,6010030,https://ashkanplastic.com/product/6010030/
601003009,سبد خرید نی نی سیب وانیلی,12,محصول نهایی,بسته,0,101,0,61500,89,36,6010030,https://ashkanplastic.com/product/6010030/
619001601,سبد رخت 10000 بامبو-صورتی,12,محصول نهایی,بسته,0,61,2,601000,58,6,6190016,https://ashkanplastic.com/product/6190016/
619001602,سبد رخت 10000 بامبو-طوسی,12,محصول نهایی,بسته,0,106,115,601000,114,6,6190016,https://ashkanplastic.com/product/6190016/
619001607,سبد رخت 10000 بامبو-کرپ,12,محصول نهایی,بسته,0,86,0,601000,68,6,6190016,https://ashkanplastic.com/product/6190016/
619001617,سبد رخت 10000 بامبو-موکا,12,محصول نهایی,بسته,0,65,92,601000,87,6,6190016,https://ashkanplastic.com/product/6190016/
619001609,سبد رخت 10000 بامبو-وانیلی,12,محصول نهایی,بسته,0,55,77,601000,86,6,6190016,https://ashkanplastic.com/product/6190016/
611501002,سبد رخت 4گوش سیب طوسی,12,محصول نهایی,بسته,0,41,104.5,410000,64,12,6115010,https://ashkanplastic.com/product/6115010/
611501007,سبد رخت 4گوش سیب کرپ,12,محصول نهایی,بسته,0,37,38,410000,48,12,6115010,https://ashkanplastic.com/product/6115010/
611501017,سبد رخت 4گوش سیب موکا,12,محصول نهایی,بسته,0,19,104.416667,410000,58,12,6115010,https://ashkanplastic.com/product/6115010/
611501009,سبد رخت 4گوش سیب وانیلی,12,محصول نهایی,بسته,0,32,52.166667,410000,55,12,6115010,https://ashkanplastic.com/product/6115010/
619001001,سبد رخت اوکیا صورتی,12,محصول نهایی,بسته,0,26,0,330000,19,12,6190010,https://ashkanplastic.com/product/6190010/
619001002,سبد رخت اوکیا طوسی,12,محصول نهایی,بسته,0,75,0,330000,40,12,6190010,https://ashkanplastic.com/product/6190010/
619001007,سبد رخت اوکیا کرپ,12,محصول نهایی,بسته,0,70,0.083333,330000,54,12,6190010,https://ashkanplastic.com/product/6190010/
619001017,سبد رخت اوکیا موکا,12,محصول نهایی,بسته,0,60,0,330000,29,12,6190010,https://ashkanplastic.com/product/6190010/
619001009,سبد رخت اوکیا وانیلی,12,محصول نهایی,بسته,0,53,0.083333,330000,26,12,6190010,https://ashkanplastic.com/product/6190010/
619501001,سبد رخت آنالیا بزرگ صورتی,12,محصول نهایی,بسته,0,42,0,801000,36,6,6195010,https://ashkanplastic.com/product/6195010/
619501002,سبد رخت آنالیا بزرگ طوسی,12,محصول نهایی,بسته,0,53,118,801000,59,6,6195010,https://ashkanplastic.com/product/6195010/
619501007,سبد رخت آنالیا بزرگ کرپ,12,محصول نهایی,بسته,0,37,30,801000,41,6,6195010,https://ashkanplastic.com/product/6195010/
619501017,سبد رخت آنالیا بزرگ موکا,12,محصول نهایی,بسته,0,37,142,801000,54,6,6195010,https://ashkanplastic.com/product/6195010/
619501009,سبد رخت آنالیا بزرگ وانیلی,12,محصول نهایی,بسته,0,34,40,801000,30,6,6195010,https://ashkanplastic.com/product/6195010/
619601001,سبد رخت آنالیا سوپر صورتی,12,محصول نهایی,بسته,0,33,0,982000,27,6,6196010,https://ashkanplastic.com/product/6196010/
619601002,سبد رخت آنالیا سوپر طوسی,12,محصول نهایی,بسته,0,19,131.166667,982000,39,6,6196010,https://ashkanplastic.com/product/6196010/
619601007,سبد رخت آنالیا سوپر کرپ,12,محصول نهایی,بسته,0,36,68,982000,61,6,6196010,https://ashkanplastic.com/product/6196010/
619601017,سبد رخت آنالیا سوپر موکا,12,محصول نهایی,بسته,0,22,108,982000,37,6,6196010,https://ashkanplastic.com/product/6196010/
619601009,سبد رخت آنالیا سوپر وانیلی,12,محصول نهایی,بسته,0,30,61,982000,33,6,6196010,https://ashkanplastic.com/product/6196010/
619301001,سبد رخت آنالیا کوچک صورتی,12,محصول نهایی,بسته,0,44,0.166666,316500,36.083333,12,6193010,https://ashkanplastic.com/product/6193010/
619301002,سبد رخت آنالیا کوچک طوسی,12,محصول نهایی,بسته,0,0,99,316500,63,12,6193010,https://ashkanplastic.com/product/6193010/
619301007,سبد رخت آنالیا کوچک کرپ,12,محصول نهایی,بسته,0,7,91,316500,82,12,6193010,https://ashkanplastic.com/product/6193010/
619301017,سبد رخت آنالیا کوچک موکا,12,محصول نهایی,بسته,0,0,100,316500,57,12,6193010,https://ashkanplastic.com/product/6193010/
619301009,سبد رخت آنالیا کوچک وانیلی,12,محصول نهایی,بسته,0,31,60,316500,49,12,6193010,https://ashkanplastic.com/product/6193010/
619401001,سبد رخت آنالیا متوسط صورتی,12,محصول نهایی,بسته,0,46,0,410000,34,12,6194010,https://ashkanplastic.com/product/6194010/
619401002,سبد رخت آنالیا متوسط طوسی,12,محصول نهایی,بسته,0,66,82.083333,410000,56,12,6194010,https://ashkanplastic.com/product/6194010/
619401007,سبد رخت آنالیا متوسط کرپ,12,محصول نهایی,بسته,0,38,47,410000,47,12,6194010,https://ashkanplastic.com/product/6194010/
619401017,سبد رخت آنالیا متوسط موکا,12,محصول نهایی,بسته,0,46,100,410000,59,12,6194010,https://ashkanplastic.com/product/6194010/
619401009,سبد رخت آنالیا متوسط وانیلی,12,محصول نهایی,بسته,0,52,35,410000,40,12,6194010,https://ashkanplastic.com/product/6194010/
611001001,سبد رخت سیب 2000 صورتی,12,محصول نهایی,بسته,0,9,0,196500,0,12,6110010,https://ashkanplastic.com/product/6110010/
611001002,سبد رخت سیب 2000 طوسی,12,محصول نهایی,بسته,0,92,230.249999,196500,90.083333,12,6110010,https://ashkanplastic.com/product/6110010/
611001007,سبد رخت سیب 2000 کرپ,12,محصول نهایی,بسته,0,4,110,196500,73,12,6110010,https://ashkanplastic.com/product/6110010/
611001017,سبد رخت سیب 2000 موکا,12,محصول نهایی,بسته,0,57,250,196500,67,12,6110010,https://ashkanplastic.com/product/6110010/
611001009,سبد رخت سیب 2000 وانیلی,12,محصول نهایی,بسته,0,83,100,196500,80,12,6110010,https://ashkanplastic.com/product/6110010/
611001201,سبد رخت سیب 4000 صورتی,12,محصول نهایی,بسته,0,0,0.666666,333500,0,12,6110012,https://ashkanplastic.com/product/6110012/
611001202,سبد رخت سیب 4000 طوسی,12,محصول نهایی,بسته,0,90,361.666665,333500,138,12,6110012,https://ashkanplastic.com/product/6110012/
611001207,سبد رخت سیب 4000 کرپ,12,محصول نهایی,بسته,0,3,133.499999,333500,87.166667,12,6110012,https://ashkanplastic.com/product/6110012/
611001217,سبد رخت سیب 4000 موکا,12,محصول نهایی,بسته,0,57,357.75,333500,121,12,6110012,https://ashkanplastic.com/product/6110012/
611001209,سبد رخت سیب 4000 وانیلی,12,محصول نهایی,بسته,0,29,210.5,333500,107,12,6110012,https://ashkanplastic.com/product/6110012/
611001401,سبد رخت سیب 6000 صورتی,12,محصول نهایی,بسته,0,41,0.083333,406500,25,12,6110014,https://ashkanplastic.com/product/6110014/
611001402,سبد رخت سیب 6000 طوسی,12,محصول نهایی,بسته,0,85,182.166666,406500,57,12,6110014,https://ashkanplastic.com/product/6110014/
611001407,سبد رخت سیب 6000 کرپ,12,محصول نهایی,بسته,0,37,109.166667,406500,89.166667,12,6110014,https://ashkanplastic.com/product/6110014/
611001417,سبد رخت سیب 6000 موکا,12,محصول نهایی,بسته,0,40,230,406500,33,12,6110014,https://ashkanplastic.com/product/6110014/
611001409,سبد رخت سیب 6000 وانیلی,12,محصول نهایی,بسته,0,55,104,406500,54,12,6110014,https://ashkanplastic.com/product/6110014/
611001601,سبد رخت سیب 8000 صورتی,12,محصول نهایی,بسته,0,0,0.500001,550000,0,6,6110016,https://ashkanplastic.com/product/6110016/
611001602,سبد رخت سیب 8000 طوسی,12,محصول نهایی,بسته,0,58,251.166667,550000,45,6,6110016,https://ashkanplastic.com/product/6110016/
611001607,سبد رخت سیب 8000 کرپ,12,محصول نهایی,بسته,0,5,91,550000,50,6,6110016,https://ashkanplastic.com/product/6110016/
611001617,سبد رخت سیب 8000 موکا,12,محصول نهایی,بسته,0,18,306.166667,550000,34,6,6110016,https://ashkanplastic.com/product/6110016/
611001609,سبد رخت سیب 8000 وانیلی,12,محصول نهایی,بسته,0,66,105,550000,49,6,6110016,https://ashkanplastic.com/product/6110016/
631081002,سبد سبزی 2رنگ سیب طوسی,12,محصول نهایی,بسته,0,21,92.010417,25000,52,96,6310810,https://ashkanplastic.com/product/6310810/
631081007,سبد سبزی 2رنگ سیب کرپ,12,محصول نهایی,بسته,0,0,50,25000,38,96,6310810,https://ashkanplastic.com/product/6310810/
631081017,سبد سبزی 2رنگ سیب موکا,12,محصول نهایی,بسته,0,2,59,25000,33,96,6310810,https://ashkanplastic.com/product/6310810/
631081009,سبد سبزی 2رنگ سیب وانیلی,12,محصول نهایی,بسته,0,54,20,25000,51,96,6310810,https://ashkanplastic.com/product/6310810/
631051001,سبد سبزی 4گوش سیب صورتی,12,محصول نهایی,بسته,0,16,0,23000,6,120,6310510,https://ashkanplastic.com/product/6310510/
631051002,سبد سبزی 4گوش سیب طوسی,12,محصول نهایی,بسته,0,23,85,23000,45,120,6310510,https://ashkanplastic.com/product/6310510/
631051007,سبد سبزی 4گوش سیب کرپ,12,محصول نهایی,بسته,0,0,50,23000,40,120,6310510,https://ashkanplastic.com/product/6310510/
631051017,سبد سبزی 4گوش سیب موکا,12,محصول نهایی,بسته,0,0,85,23000,39,120,6310510,https://ashkanplastic.com/product/6310510/
631051009,سبد سبزی 4گوش سیب وانیلی,12,محصول نهایی,بسته,0,53,0,23000,39,120,6310510,https://ashkanplastic.com/product/6310510/
639001110,سبد سبزی آوا الوان,12,محصول نهایی,کارتن,0,107,106,31500,116,72,6390011,https://ashkanplastic.com/product/6390011/
633051010,سبد سبزی چهارگوش اپل تاپ الوان,12,محصول نهایی,بسته,0,1,0.041667,23000,0,120,6330510,https://ashkanplastic.com/product/6330510/
631001001,سبد سبزی سیب صورتی,12,محصول نهایی,بسته,0,1,0,23000,1,120,6310010,https://ashkanplastic.com/product/6310010/
631001002,سبد سبزی سیب طوسی,12,محصول نهایی,بسته,0,50,136,23000,67,120,6310010,https://ashkanplastic.com/product/6310010/
631001007,سبد سبزی سیب کرپ,12,محصول نهایی,بسته,0,25,55,23000,66,120,6310010,https://ashkanplastic.com/product/6310010/
631001017,سبد سبزی سیب موکا,12,محصول نهایی,بسته,0,32,165,23000,71,120,6310010,https://ashkanplastic.com/product/6310010/
631001009,سبد سبزی سیب وانیلی,12,محصول نهایی,بسته,0,63,40,23000,46,120,6310010,https://ashkanplastic.com/product/6310010/
680061001,سبد سینک دو دسته صورتی,12,محصول نهایی,بسته,0,0,0.083334,176000,0,24,6800610,https://ashkanplastic.com/product/6800610/
680061002,سبد سینک دو دسته طوسی,12,محصول نهایی,بسته,0,98,283.083334,176000,108.041667,24,6800610,https://ashkanplastic.com/product/6800610/
680061007,سبد سینک دو دسته کرپ,12,محصول نهایی,بسته,0,3,110,176000,74,24,6800610,https://ashkanplastic.com/product/6800610/
680061011,سبد سینک دو دسته کرم,12,محصول نهایی,بسته,0,4,0,176000,4,24,6800610,https://ashkanplastic.com/product/6800610/
680061017,سبد سینک دو دسته موکا,12,محصول نهایی,بسته,0,62,291.041667,176000,110,24,6800610,https://ashkanplastic.com/product/6800610/
680061009,سبد سینک دو دسته وانیلی,12,محصول نهایی,بسته,0,79,111.083333,176000,89,24,6800610,https://ashkanplastic.com/product/6800610/
680011001,سبد سینک گرد صورتی,12,محصول نهایی,بسته,0,0,0.083334,148000,0,24,6800110,https://ashkanplastic.com/product/6800110/
680011002,سبد سینک گرد طوسی,12,محصول نهایی,بسته,0,110,563,148000,53,24,6800110,https://ashkanplastic.com/product/6800110/
680011007,سبد سینک گرد کرپ,12,محصول نهایی,بسته,0,1,208.125,148000,63,24,6800110,https://ashkanplastic.com/product/6800110/
680011017,سبد سینک گرد موکا,12,محصول نهایی,بسته,0,27,521,148000,63,24,6800110,https://ashkanplastic.com/product/6800110/
680011009,سبد سینک گرد وانیلی,12,محصول نهایی,بسته,0,86,120,148000,74,24,6800110,https://ashkanplastic.com/product/6800110/
623551001,سبد میوه چهارگوش اپل تاپ بزرگ صورتی,12,محصول نهایی,بسته,0,0,0.333333,68000,0,60,6235510,https://ashkanplastic.com/product/6235510/
623351010,سبد میوه چهارگوش اپل تاپ کوچک الوان,12,محصول نهایی,بسته,0,48,0,31000,48,72,6233510,https://ashkanplastic.com/product/6233510/
620061001,سبد میوه دو دسته 1 صورتی,12,محصول نهایی,بسته,0,4,0,56500,3,48,6200610,https://ashkanplastic.com/product/6200610/
620061002,سبد میوه دو دسته 1 طوسی,12,محصول نهایی,بسته,0,1,0,56500,1,48,6200610,https://ashkanplastic.com/product/6200610/
620061009,سبد میوه دو دسته 1 وانیلی,12,محصول نهایی,بسته,0,12,0,56500,12,48,6200610,https://ashkanplastic.com/product/6200610/
620061201,سبد میوه دو دسته 2 صورتی,12,محصول نهایی,بسته,0,17,0,88500,16,36,6200612,https://ashkanplastic.com/product/6200612/
620061207,سبد میوه دو دسته 2 کرپ,12,محصول نهایی,بسته,0,7,0.027778,88500,7.027778,36,6200612,https://ashkanplastic.com/product/6200612/
620061209,سبد میوه دو دسته 2 وانیلی,12,محصول نهایی,بسته,0,17,0,88500,17,36,6200612,https://ashkanplastic.com/product/6200612/
620061401,سبد میوه دو دسته 3 صورتی,12,محصول نهایی,بسته,0,9,0,110500,9,30,6200614,https://ashkanplastic.com/product/6200614/
620061407,سبد میوه دو دسته 3 کرپ,12,محصول نهایی,بسته,0,4,0,110500,4,30,6200614,https://ashkanplastic.com/product/6200614/
620061409,سبد میوه دو دسته 3 وانیلی,12,محصول نهایی,بسته,0,6,0,110500,6,30,6200614,https://ashkanplastic.com/product/6200614/
621011210,سبد میوه گرد 2رنگ سیب 2 الوان,12,محصول نهایی,بسته,0,1,0,,1,,6210112,https://ashkanplastic.com/product/6210112/
621411001,سبد میوه گرد متوسط سیب صورتی,12,محصول نهایی,بسته,0,4,0.041667,,0,,6214110,https://ashkanplastic.com/product/6214110/
629002001,سبد میوه یخچالی صورتی,12,محصول نهایی,بسته,0,28,0,81000,5,24,6290020,https://ashkanplastic.com/product/6290020/
629002002,سبد میوه یخچالی طوسی,12,محصول نهایی,بسته,0,0,0.083334,81000,0,24,6290020,https://ashkanplastic.com/product/6290020/
629002007,سبد میوه یخچالی کرپ,12,محصول نهایی,بسته,0,22,0,81000,4,24,6290020,https://ashkanplastic.com/product/6290020/
629002009,سبد میوه یخچالی وانیلی,12,محصول نهایی,بسته,0,11,0,81000,2,24,6290020,https://ashkanplastic.com/product/6290020/
649001110,سبد نان آوا الوان,12,محصول نهایی,کارتن,0,70,120,50500,77,60,6490011,https://ashkanplastic.com/product/6490011/
641005010,سبد نان باگت الوان,12,محصول نهایی,بسته,0,9,0,,7,,6410050,https://ashkanplastic.com/product/6410050/
649501110,سبد نظم دهنده آوا بزرگ الوان,12,محصول نهایی,کارتن,0,0,170,159000,92,24,6495011,https://ashkanplastic.com/product/6495011/
649501102,سبد نظم دهنده آوا بزرگ طوسی,12,محصول نهایی,کارتن,0,20,0,159000,0,24,6495011,https://ashkanplastic.com/product/6495011/
649501117,سبد نظم دهنده آوا بزرگ موکا,12,محصول نهایی,کارتن,0,41,0,159000,0,24,6495011,https://ashkanplastic.com/product/6495011/
649501109,سبد نظم دهنده آوا بزرگ وانیلی,12,محصول نهایی,کارتن,0,57,0,159000,0,24,6495011,https://ashkanplastic.com/product/6495011/
649301010,سبد نظم دهنده آوا کوچک الوان,12,محصول نهایی,کارتن,0,0,122,109000,43,24,6493010,https://ashkanplastic.com/product/6493010/
649301002,سبد نظم دهنده آوا کوچک طوسی,12,محصول نهایی,کارتن,0,37,2,109000,0,24,6493010,https://ashkanplastic.com/product/6493010/
649301017,سبد نظم دهنده آوا کوچک موکا,12,محصول نهایی,کارتن,0,45,1,109000,0,24,6493010,https://ashkanplastic.com/product/6493010/
649301009,سبد نظم دهنده آوا کوچک وانیلی,12,محصول نهایی,کارتن,0,63,2,109000,16,24,6493010,https://ashkanplastic.com/product/6493010/
649501003,سبد نظم دهنده طبقاتی پارمیس3-سفید,12,محصول نهایی,کارتن,0,38,0,131000,13,24,6495010,https://ashkanplastic.com/product/6495010/
649501001,سبد نظم دهنده طبقاتی پارمیس3-صورتی,12,محصول نهایی,کارتن,0,37,0,131000,34,24,6495010,https://ashkanplastic.com/product/6495010/
649501002,سبد نظم دهنده طبقاتی پارمیس3-طوسی,12,محصول نهایی,کارتن,0,85,3.5,131000,40,24,6495010,https://ashkanplastic.com/product/6495010/
649501007,سبد نظم دهنده طبقاتی پارمیس3-کرپ,12,محصول نهایی,کارتن,0,7,0,131000,0,24,6495010,https://ashkanplastic.com/product/6495010/
649501017,سبد نظم دهنده طبقاتی پارمیس3-موکا,12,محصول نهایی,کارتن,0,78,0,131000,76,24,6495010,https://ashkanplastic.com/product/6495010/
649501009,سبد نظم دهنده طبقاتی پارمیس3-وانیلی,12,محصول نهایی,کارتن,0,72,0.041667,131000,64,24,6495010,https://ashkanplastic.com/product/6495010/
289901201,ست 2 عددی ظروف کریستال دلسا صورتی-با سبد,12,محصول نهایی,کارتن,0,272,0,578000,249,8,2899012,https://ashkanplastic.com/product/2899012/
289901202,ست 2 عددی ظروف کریستال دلسا طوسی-با سبد,12,محصول نهایی,کارتن,0,120,148.625,578000,163,8,2899012,https://ashkanplastic.com/product/2899012/
289901207,ست 2 عددی ظروف کریستال دلسا کرپ-با سبد,12,محصول نهایی,کارتن,0,202,0,578000,158,8,2899012,https://ashkanplastic.com/product/2899012/
289901217,ست 2 عددی ظروف کریستال دلسا موکا-با سبد,12,محصول نهایی,کارتن,0,0,152,578000,143,8,2899012,https://ashkanplastic.com/product/2899012/
289901209,ست 2 عددی ظروف کریستال دلسا وانیل-با سبد,12,محصول نهایی,کارتن,0,0,150,578000,150,8,2899012,https://ashkanplastic.com/product/2899012/
289901001,ست 3 عددی ظروف کریستال دلسا صورتی,12,محصول نهایی,کارتن,0,179,0.25,778000,146,8,2899010,https://ashkanplastic.com/product/2899010/
289901002,ست 3 عددی ظروف کریستال دلسا طوسی,12,محصول نهایی,کارتن,0,148,113,778000,126,8,2899010,https://ashkanplastic.com/product/2899010/
289901007,ست 3 عددی ظروف کریستال دلسا کرپ,12,محصول نهایی,کارتن,0,161,0.875,778000,120,8,2899010,https://ashkanplastic.com/product/2899010/
289901017,ست 3 عددی ظروف کریستال دلسا موکا,12,محصول نهایی,کارتن,0,110,132,778000,155,8,2899010,https://ashkanplastic.com/product/2899010/
289901009,ست 3 عددی ظروف کریستال دلسا وانیلی,12,محصول نهایی,کارتن,0,131,0,778000,68,8,2899010,https://ashkanplastic.com/product/2899010/
249914008,ست جا ادویه چوبی گرد دلسا,نصیری نصیری,محصول نهایی,کارتن,0,51,134.166667,550000,43,18,2499140,https://ashkanplastic.com/product/2499140/
249954008,ست جا ادویه چوبی مربع دلسا,نصیری نصیری,محصول نهایی,کارتن,0,1,0,,0,,2499540,https://ashkanplastic.com/product/2499540/
244001003,ست جا ادویه دایانا سفید,12,محصول نهایی,کارتن,0,0,0.055556,221500,0,18,2440010,https://ashkanplastic.com/product/2440010/
244001010,ست جاادویه دایانا الوان,نصیری,محصول نهایی,کارتن,0,206,609,221500,274,18,2440010,https://ashkanplastic.com/product/2440010/
244001001,ست جاادویه دایانا صورتی,12,محصول نهایی,کارتن,0,0,0.388889,221500,0,18,2440010,https://ashkanplastic.com/product/2440010/
244001002,ست جاادویه دایانا طوسی,اشکان-نصیری,محصول نهایی,کارتن,0,0,0.38889,221500,0,18,2440010,https://ashkanplastic.com/product/2440010/
227901002,سرویس پارچ و لیوان گلرو طوسی,12,محصول نهایی,بسته,0,0,0.041667,247500,0,24,2279010,https://ashkanplastic.com/product/2279010/
243911110,سرویس جا ادویه گرد اپل تاپ 3 عددی-الوان,12,محصول نهایی,کارتن,0,1,0,105000,1,48,2439111,https://ashkanplastic.com/product/2439111/
243951010,سرویس جا ادویه مربع اپل تاپ 3 عددی الوان,12,محصول نهایی,بسته,0,104,571,105000,209,48,2439510,https://ashkanplastic.com/product/2439510/
243951001,سرویس جا ادویه مربع اپل تاپ 3 عددی صورتی,12,محصول نهایی,بسته,0,0,0.041666,105000,0,48,2439510,https://ashkanplastic.com/product/2439510/
243951002,سرویس جا ادویه مربع اپل تاپ 3 عددی طوسی,12,محصول نهایی,بسته,0,0,0.020833,105000,0,48,2439510,https://ashkanplastic.com/product/2439510/
263911010,سرویس جا حبوباتی گرد اپل تاپ 4 عددی الوان,12,محصول نهایی,بسته,0,103,282.222223,346000,226,18,2639110,https://ashkanplastic.com/product/2639110/
263952010,سرویس جاحبوباتی مربع اپل تاپ 4 عددی الوان,12,محصول نهایی,بسته,0,243,0.166667,346000,149,18,2639520,https://ashkanplastic.com/product/2639520/
120971003,سرویس چلو 4 عددی تک رنگ سفید,12,محصول نهایی,بسته,0,57,80,252500,0,6,1209710,https://ashkanplastic.com/product/1209710/
120971001,سرویس چلو 4 عددی تک رنگ صورتی,12,محصول نهایی,بسته,0,445,545.166667,252500,414,6,1209710,https://ashkanplastic.com/product/1209710/
120971002,سرویس چلو 4 عددی تک رنگ طوسی,12,محصول نهایی,بسته,0,44,1728,252500,411,6,1209710,https://ashkanplastic.com/product/1209710/
120971017,سرویس چلو 4 عددی تک رنگ موکا,12,محصول نهایی,بسته,0,205,1568,252500,304,6,1209710,https://ashkanplastic.com/product/1209710/
646901001,سرویس سبد میوه روشا  3 عددی صورتی,12,محصول نهایی,بسته,0,0,0.083333,,0.083333,,6469010,https://ashkanplastic.com/product/6469010/
646901010,سرویس سبد میوه روشا (3عددی) - (12 عددی) الوان,12,محصول نهایی,بسته,0,1,0,,1,,6469010,https://ashkanplastic.com/product/6469010/
319951020,سرویس فریزری 4 پارچه سانا مدل 802 درب الوان,12,محصول نهایی,کارتن,0,67,455,200000,129,24,3199510,https://ashkanplastic.com/product/3199510/
316981010,سرویس فریزری دورنگ روشا 4 عددی الوان,12,محصول نهایی,بسته,0,0,232,614000,192,12,3169810,https://ashkanplastic.com/product/3169810/
316981001,سرویس فریزری دورنگ روشا 4 عددی صورتی,12,محصول نهایی,بسته,0,175,0,614000,164,12,3169810,https://ashkanplastic.com/product/3169810/
316981002,سرویس فریزری دورنگ روشا 4 عددی طوسی,12,محصول نهایی,بسته,0,25,136.166666,614000,52,12,3169810,https://ashkanplastic.com/product/3169810/
316981007,سرویس فریزری دورنگ روشا 4 عددی کرپ,12,محصول نهایی,بسته,0,46,96,614000,98,12,3169810,https://ashkanplastic.com/product/3169810/
316981017,سرویس فریزری دورنگ روشا 4 عددی موکا,12,محصول نهایی,بسته,0,139,31,614000,22,12,3169810,https://ashkanplastic.com/product/3169810/
316981201,سرویس فریزری دورنگ روشا 5 عددی صورتی,12,محصول نهایی,بسته,0,158,0.083333,701500,154,12,3169812,https://ashkanplastic.com/product/3169812/
316981202,سرویس فریزری دورنگ روشا 5 عددی طوسی,12,محصول نهایی,بسته,0,4,64,701500,44,12,3169812,https://ashkanplastic.com/product/3169812/
316081207,سرویس فریزری دورنگ روشا 5 عددی کرپ,12,محصول نهایی,بسته,0,73,0,,59,,3160812,https://ashkanplastic.com/product/3160812/
316081217,سرویس فریزری دورنگ روشا 5 عددی موکا,12,محصول نهایی,بسته,0,44,24,,21,,3160812,https://ashkanplastic.com/product/3160812/
316781010,سرویس فریزری روشا دو رنگ 2عددی الوان,12,محصول نهایی,بسته,0,144,214,127500,92,36,3167810,https://ashkanplastic.com/product/3167810/
315001010,سرویس فریزری شاندیز 1و2 الوان,12,محصول نهایی,بسته,0,218,117,93500,170,24,3150010,https://ashkanplastic.com/product/3150010/
315901010,سرویس فریزری شاندیز چهار عددی درب الوان,12,محصول نهایی,کارتن,0,268,0.083333,397000,164.083333,12,3159010,https://ashkanplastic.com/product/3159010/
319941008,سرویس فریزری قفلی 3 پارچه سفری مدل 902,12,محصول نهایی,کارتن,0,34,0,218000,11,24,3199410,https://ashkanplastic.com/product/3199410/
317941210,سرویس فریزری مستطیل گلرو 4 عددی الوان,12,محصول نهایی,بسته,0,55,211,683000,78,12,3179412,https://ashkanplastic.com/product/3179412/
317941010,سرویس فریزری مستطیل گلرو3 عددی الوان,12,محصول نهایی,بسته,0,66,268,341000,2,12,3179410,https://ashkanplastic.com/product/3179410/
317941001,سرویس فریزری مستطیل گلرو3 عددی صورتی,12,محصول نهایی,بسته,0,0,0.249999,341000,0,12,3179410,https://ashkanplastic.com/product/3179410/
317941002,سرویس فریزری مستطیل گلرو3 عددی طوسی,12,محصول نهایی,بسته,0,0,0.083333,341000,0,12,3179410,https://ashkanplastic.com/product/3179410/
317941007,سرویس فریزری مستطیل گلرو3 عددی کرپ,12,محصول نهایی,بسته,0,0,0.416666,341000,0,12,3179410,https://ashkanplastic.com/product/3179410/
346971510,سرویس کاسه روشا 2 و3 الوان,12,محصول نهایی,کارتن,0,9,0,87000,5,48,3469715,https://ashkanplastic.com/product/3469715/
803901003,سرویس لگن اپل تاپ 4 عددی سفید,12,محصول نهایی,بسته,0,37,222,346000,86,6,8039010,https://ashkanplastic.com/product/8039010/
803901001,سرویس لگن اپل تاپ 4 عددی صورتی,12,محصول نهایی,بسته,0,366,753.166667,346000,336,6,8039010,https://ashkanplastic.com/product/8039010/
803901002,سرویس لگن اپل تاپ 4 عددی طوسی,12,محصول نهایی,بسته,0,372,1355.333334,346000,277,6,8039010,https://ashkanplastic.com/product/8039010/
803901017,سرویس لگن اپل تاپ 4 عددی موکا,12,محصول نهایی,بسته,0,144,1351,346000,192,6,8039010,https://ashkanplastic.com/product/8039010/
723801010,سطل پدالی تک جداره اپل تاپ الوان,12,محصول نهایی,بسته,0,45,197.166667,252500,60.166667,6,7238010,https://ashkanplastic.com/product/7238010/
723801001,سطل پدالی تک جداره اپل تاپ صورتی,12,محصول نهایی,بسته,0,0,0.333333,252500,0,6,7238010,https://ashkanplastic.com/product/7238010/
723801002,سطل پدالی تک جداره اپل تاپ طوسی,12,محصول نهایی,بسته,0,0,0.333334,252500,0,6,7238010,https://ashkanplastic.com/product/7238010/
723801007,سطل پدالی تک جداره اپل تاپ کرپ,12,محصول نهایی,بسته,0,0,0.5,252500,0,6,7238010,https://ashkanplastic.com/product/7238010/
723701010,سطل پدالی دوجداره اپل تاپ الوان,12,محصول نهایی,بسته,0,64,108.166667,354000,53.166667,6,7237010,https://ashkanplastic.com/product/7237010/
723701001,سطل پدالی دوجداره اپل تاپ صورتی,12,محصول نهایی,بسته,0,0,0.333334,354000,0.166667,6,7237010,https://ashkanplastic.com/product/7237010/
730001001,سطل شیر 12 لیتری دسته فلزی صورتی,12,محصول نهایی,بسته,0,53,0.083333,312000,39.083333,12,7300010,https://ashkanplastic.com/product/7300010/
730001002,سطل شیر 12 لیتری دسته فلزی طوسی,12,محصول نهایی,بسته,0,41,119.083333,312000,62.083333,12,7300010,https://ashkanplastic.com/product/7300010/
730001006,سطل شیر 12 لیتری دسته فلزی قرمز,12,محصول نهایی,بسته,0,1,233.083333,312000,103,12,7300010,https://ashkanplastic.com/product/7300010/
730001017,سطل شیر 12 لیتری دسته فلزی موکا,12,محصول نهایی,بسته,0,59,41,312000,44,12,7300010,https://ashkanplastic.com/product/7300010/
